nh,clust,Own_operate_farm,Fish_process_for_sale,Operate_own_business
19,4399,1,2,2
20,4399,1,2,2
1,4402,1,2,1
2,4402,1,2,2
3,4402,1,1,2
4,4402,1,2,1
5,4402,1,2,2
6,4402,1,2,2
7,4402,1,2,1
8,4402,1,1,1
9,4402,1,1,1
10,4402,1,1,2
11,4402,1,2,2
12,4402,1,2,1
13,4402,1,2,2
14,4402,1,2,2
15,4402,1,2,2
16,4402,1,2,1
17,4402,1,2,1
18,4402,1,2,1
19,4402,1,2,2
20,4402,1,2,1
1,4405,1,1,2
2,4405,1,1,2
3,4405,1,1,2
4,4405,1,1,2
5,4405,1,1,2
6,4405,1,1,2
7,4405,1,1,2
8,4405,1,1,2
9,4405,1,1,2
10,4405,1,1,1
11,4405,1,1,1
12,4405,1,1,2
13,4405,1,1,2
14,4405,1,1,2
15,4405,1,1,2
16,4405,1,1,2
17,4405,1,1,2
18,4405,1,1,2
19,4405,1,1,1
20,4405,1,1,1
1,4408,1,1,2
2,4408,1,2,1
3,4408,2,2,1
4,4408,1,1,1
5,4408,1,2,1
6,4408,1,1,1
7,4408,1,1,2
8,4408,1,2,1
9,4408,1,2,2
10,4408,1,2,1
11,4408,1,1,2
12,4408,1,2,1
13,4408,1,1,1
14,4408,2,2,1
15,4408,1,1,1
16,4408,1,1,1
17,4408,1,2,1
18,4408,1,1,1
19,4408,1,2,1
20,4408,1,2,1
1,4412,1,1,2
2,4412,1,1,2
3,4412,1,1,1
4,4412,1,1,2
5,4412,1,1,2
6,4412,1,1,1
7,4412,1,1,2
8,4412,1,1,1
9,4412,1,1,1
10,4412,1,1,2
11,4412,1,1,2
12,4412,1,1,1
13,4412,1,1,1
14,4412,1,1,2
15,4412,1,1,2
16,4412,1,1,2
17,4412,1,1,2
18,4412,1,1,1
19,4412,1,1,2
20,4412,1,1,2
1,4415,1,1,2
2,4415,1,1,2
3,4415,1,1,2
4,4415,1,1,2
5,4415,1,1,2
6,4415,1,1,2
7,4415,1,1,2
8,4415,1,1,2
9,4415,1,1,2
10,4415,1,1,2
11,4415,1,1,2
12,4415,1,1,2
13,4415,1,1,2
14,4415,1,1,2
15,4415,1,1,2
16,4415,1,1,2
17,4415,1,1,2
18,4415,1,1,2
19,4415,1,1,2
20,4415,1,2,2
1,4419,1,1,1
2,4419,1,1,2
3,4419,1,1,2
4,4419,1,1,2
6,4419,1,1,1
7,4419,1,1,2
8,4419,1,1,1
9,4419,1,1,1
10,4419,1,1,2
11,4419,1,1,2
15,4419,1,1,1
16,4419,1,1,1
17,4419,2,1,1
18,4419,1,1,2
19,4419,1,1,2
20,4419,2,1,1
21,4419,1,1,1
22,4419,1,1,1
23,4419,1,1,1
25,4419,1,1,2
1,4422,1,1,1
2,4422,1,1,1
3,4422,1,1,2
4,4422,1,1,2
5,4422,1,1,2
6,4422,1,1,2
7,4422,1,1,2
8,4422,1,1,1
9,4422,1,2,2
10,4422,1,2,2
11,4422,1,1,2
12,4422,1,1,2
13,4422,1,1,2
14,4422,1,1,1
15,4422,1,1,1
16,4422,1,1,1
17,4422,1,1,2
18,4422,1,1,2
19,4422,1,1,2
20,4422,1,2,1
1,4425,1,1,2
2,4425,1,1,2
3,4425,1,1,2
4,4425,1,1,2
5,4425,1,1,1
6,4425,1,1,1
7,4425,1,1,2
8,4425,1,1,1
9,4425,1,1,1
10,4425,1,1,1
11,4425,1,1,1
12,4425,1,1,1
13,4425,1,1,1
14,4425,1,1,1
15,4425,1,1,1
16,4425,1,1,2
17,4425,1,1,1
18,4425,1,1,1
19,4425,1,1,1
20,4425,1,1,2
1,4429,1,1,1
2,4429,1,1,2
3,4429,1,1,1
4,4429,1,1,2
5,4429,2,1,1
6,4429,2,1,2
7,4429,1,1,1
8,4429,1,1,1
9,4429,1,1,1
10,4429,1,1,2
11,4429,1,1,2
13,4429,1,1,2
14,4429,1,1,2
15,4429,2,1,1
16,4429,1,1,2
17,4429,1,1,2
18,4429,1,1,2
19,4429,1,1,2
20,4429,1,1,2
25,4429,1,1,2
1,4433,1,2,1
2,4433,1,1,2
3,4433,1,1,2
4,4433,1,1,2
5,4433,1,1,2
6,4433,1,1,1
7,4433,1,1,1
8,4433,1,2,2
9,4433,1,1,1
10,4433,1,1,1
11,4433,1,1,2
12,4433,1,1,1
13,4433,1,1,1
14,4433,1,1,1
15,4433,1,1,2
16,4433,1,1,1
17,4433,1,1,1
18,4433,1,1,1
19,4433,1,1,2
20,4433,1,1,2
1,4435,1,1,2
3,4435,1,1,1
4,4435,1,1,2
6,4435,1,1,1
7,4435,1,1,2
8,4435,1,1,1
9,4435,1,1,1
10,4435,1,1,2
11,4435,1,1,2
12,4435,1,1,2
13,4435,1,1,2
14,4435,1,1,2
15,4435,1,1,1
16,4435,1,1,1
17,4435,1,1,2
18,4435,1,1,2
20,4435,1,1,2
21,4435,1,1,1
22,4435,1,1,1
23,4435,1,1,1
1,4439,1,1,1
2,4439,1,1,2
3,4439,2,1,2
4,4439,2,2,2
6,4439,2,2,2
7,4439,1,1,1
8,4439,2,2,1
9,4439,1,1,2
10,4439,2,2,1
11,4439,2,2,2
12,4439,1,1,1
13,4439,1,1,1
15,4439,1,1,1
16,4439,2,2,2
17,4439,1,1,2
18,4439,1,1,2
19,4439,2,2,1
20,4439,1,2,2
21,4439,1,1,1
24,4439,2,1,2
1,4442,2,2,1
2,4442,1,1,1
4,4442,1,1,2
5,4442,2,1,1
6,4442,1,1,2
7,4442,2,1,2
8,4442,1,1,2
9,4442,1,1,2
11,4442,1,1,2
12,4442,1,1,2
13,4442,1,1,1
14,4442,1,1,1
15,4442,1,1,1
16,4442,1,1,2
17,4442,1,1,2
18,4442,1,1,1
19,4442,2,2,2
20,4442,1,1,1
21,4442,1,2,1
24,4442,1,1,1
1,4445,1,1,1
2,4445,1,1,1
3,4445,1,1,1
4,4445,1,1,1
5,4445,2,2,1
6,4445,1,1,2
7,4445,1,1,1
8,4445,1,1,2
9,4445,1,1,2
10,4445,1,1,1
11,4445,1,1,1
12,4445,1,1,2
13,4445,1,1,2
14,4445,1,1,1
15,4445,1,1,1
16,4445,1,1,2
17,4445,1,1,1
18,4445,1,1,1
19,4445,1,1,1
20,4445,1,1,1
1,4449,1,1,1
2,4449,1,1,2
3,4449,1,1,1
4,4449,1,1,2
5,4449,1,1,2
6,4449,1,1,2
7,4449,1,1,1
8,4449,2,1,1
9,4449,1,1,2
10,4449,1,1,1
11,4449,1,1,1
12,4449,1,1,2
13,4449,1,1,1
14,4449,1,1,2
15,4449,1,1,1
16,4449,1,1,1
17,4449,1,1,1
18,4449,1,1,2
19,4449,1,1,2
20,4449,1,1,1
1,4452,1,1,2
2,4452,1,1,2
3,4452,1,1,2
4,4452,1,1,1
5,4452,1,1,1
6,4452,1,1,1
7,4452,1,2,2
8,4452,1,1,1
9,4452,1,1,1
10,4452,1,1,1
11,4452,1,1,2
12,4452,1,1,2
13,4452,1,1,1
14,4452,1,1,1
15,4452,1,1,1
16,4452,1,1,1
17,4452,1,1,2
18,4452,1,1,1
20,4452,1,1,2
22,4452,1,1,1
1,4455,2,1,1
2,4455,1,1,2
3,4455,2,1,2
4,4455,1,1,2
5,4455,1,1,2
6,4455,1,1,2
7,4455,1,1,2
8,4455,1,1,2
9,4455,1,1,2
10,4455,1,1,2
11,4455,1,1,2
12,4455,1,2,2
13,4455,1,1,2
14,4455,1,1,2
15,4455,1,1,1
16,4455,1,1,2
17,4455,1,1,2
18,4455,1,1,2
19,4455,1,1,2
20,4455,1,1,2
1,4459,1,1,2
2,4459,1,1,2
3,4459,1,1,2
4,4459,1,1,2
5,4459,1,1,2
6,4459,2,2,2
7,4459,1,1,2
8,4459,1,1,2
9,4459,1,1,1
10,4459,1,1,1
11,4459,1,1,2
12,4459,1,1,1
13,4459,1,1,2
14,4459,1,1,1
15,4459,1,1,1
16,4459,1,2,2
17,4459,1,1,2
18,4459,1,2,2
19,4459,1,1,2
20,4459,1,1,2
1,4462,1,1,1
2,4462,1,1,2
3,4462,1,1,2
4,4462,1,1,2
5,4462,1,1,2
6,4462,1,1,2
7,4462,1,1,2
8,4462,1,1,2
9,4462,1,1,2
10,4462,1,1,1
11,4462,1,1,2
12,4462,1,1,2
13,4462,1,1,1
14,4462,1,1,2
15,4462,1,1,2
16,4462,1,1,2
17,4462,1,1,2
18,4462,1,1,1
19,4462,1,1,2
20,4462,1,1,2
1,4465,1,1,2
2,4465,1,1,2
3,4465,1,1,2
4,4465,2,2,2
5,4465,1,1,2
6,4465,1,1,1
7,4465,1,1,2
8,4465,1,1,2
9,4465,1,1,2
10,4465,2,2,2
11,4465,1,1,2
12,4465,1,1,1
13,4465,1,1,2
14,4465,1,1,2
15,4465,2,2,2
16,4465,1,2,2
17,4465,1,1,2
18,4465,2,2,2
19,4465,1,1,2
20,4465,1,1,2
1,4469,2,1,1
2,4469,2,2,2
3,4469,2,2,1
4,4469,2,1,1
5,4469,2,2,1
6,4469,2,2,2
7,4469,2,2,1
8,4469,2,2,2
9,4469,2,2,1
10,4469,2,2,1
11,4469,2,2,2
12,4469,2,2,2
13,4469,2,2,1
14,4469,2,2,1
15,4469,2,2,1
16,4469,2,2,2
17,4469,2,2,1
18,4469,2,2,1
19,4469,2,2,1
20,4469,2,2,1
1,4472,2,1,1
2,4472,2,1,1
3,4472,2,1,1
4,4472,2,1,1
5,4472,2,1,1
6,4472,1,1,1
7,4472,1,1,1
8,4472,2,1,2
9,4472,2,2,1
10,4472,1,1,1
11,4472,2,1,1
12,4472,2,2,2
13,4472,2,2,1
14,4472,1,1,2
15,4472,1,1,2
17,4472,1,1,1
19,4472,2,2,2
20,4472,1,1,1
21,4472,1,1,1
23,4472,2,1,1
1,4475,2,1,2
2,4475,2,2,2
3,4475,2,1,1
4,4475,2,1,1
5,4475,2,2,2
6,4475,2,1,2
7,4475,2,1,1
8,4475,2,2,2
9,4475,2,1,2
10,4475,2,1,1
11,4475,2,2,1
12,4475,2,1,2
13,4475,2,1,1
14,4475,2,1,2
15,4475,2,1,1
16,4475,2,1,1
17,4475,2,1,1
18,4475,2,1,1
19,4475,2,2,1
20,4475,2,2,2
1,4479,1,1,1
2,4479,1,1,2
3,4479,1,1,1
4,4479,1,1,1
5,4479,1,1,1
6,4479,2,2,1
7,4479,1,1,2
8,4479,1,1,1
9,4479,1,1,1
10,4479,1,1,1
11,4479,1,1,1
12,4479,1,1,2
13,4479,1,2,1
14,4479,1,1,2
15,4479,1,1,2
16,4479,1,1,2
17,4479,1,1,2
18,4479,1,1,2
19,4479,1,1,1
20,4479,1,1,2
1,4482,1,1,1
2,4482,1,1,2
3,4482,1,1,2
4,4482,1,2,1
5,4482,1,2,2
6,4482,1,1,2
7,4482,1,2,1
8,4482,1,2,2
9,4482,1,1,2
10,4482,2,1,2
11,4482,1,2,2
12,4482,1,1,2
13,4482,1,2,2
14,4482,2,2,2
15,4482,1,1,2
16,4482,2,2,1
17,4482,1,2,2
18,4482,1,1,1
19,4482,1,2,1
20,4482,2,2,1
1,4485,1,1,1
2,4485,1,1,1
3,4485,1,1,1
4,4485,1,1,1
5,4485,1,1,1
6,4485,1,1,1
7,4485,2,2,2
8,4485,1,1,1
9,4485,1,1,1
10,4485,1,1,2
11,4485,1,1,1
12,4485,1,1,1
13,4485,1,1,1
14,4485,1,1,2
15,4485,1,1,1
16,4485,1,1,1
17,4485,1,1,1
18,4485,1,1,2
19,4485,1,1,2
20,4485,2,1,2
1,4489,1,2,2
2,4489,1,1,2
4,4489,2,1,1
6,4489,1,1,2
7,4489,1,1,2
8,4489,1,1,2
9,4489,1,1,2
10,4489,1,2,2
11,4489,1,1,1
12,4489,1,1,2
13,4489,1,2,1
14,4489,2,2,1
15,4489,1,1,2
16,4489,1,1,2
17,4489,1,1,2
18,4489,1,1,2
19,4489,1,1,1
20,4489,1,1,1
21,4489,1,1,2
22,4489,1,1,2
1,4492,1,1,1
2,4492,1,1,1
3,4492,1,1,1
4,4492,1,1,1
5,4492,1,1,2
6,4492,1,1,2
7,4492,1,1,1
8,4492,1,1,1
9,4492,1,1,2
10,4492,1,1,2
11,4492,1,1,2
12,4492,1,1,2
13,4492,1,2,1
14,4492,1,2,1
15,4492,1,1,2
16,4492,1,1,1
17,4492,1,1,2
18,4492,1,1,1
19,4492,1,1,1
20,4492,1,1,2
1,4495,1,1,2
2,4495,1,1,2
3,4495,1,1,2
4,4495,1,1,1
5,4495,1,1,2
6,4495,1,1,2
7,4495,2,2,1
8,4495,1,1,2
9,4495,1,1,2
10,4495,1,1,2
11,4495,1,1,2
12,4495,1,1,2
13,4495,1,1,2
14,4495,1,1,2
15,4495,1,1,2
16,4495,1,1,2
17,4495,1,1,1
18,4495,1,1,2
19,4495,1,1,2
20,4495,1,1,2
1,4499,1,1,2
2,4499,1,1,1
3,4499,1,1,2
4,4499,1,1,1
5,4499,1,1,1
6,4499,1,1,2
7,4499,1,1,2
8,4499,1,1,2
10,4499,1,1,2
11,4499,1,1,1
12,4499,1,1,1
13,4499,1,1,2
14,4499,1,1,1
15,4499,1,1,1
16,4499,1,1,2
17,4499,1,1,2
18,4499,1,1,2
19,4499,1,1,2
20,4499,1,1,2
21,4499,2,2,2
1,4502,1,1,1
2,4502,1,1,1
3,4502,2,1,2
4,4502,2,1,2
5,4502,1,1,1
6,4502,1,1,1
7,4502,2,1,1
8,4502,2,1,2
9,4502,2,1,1
10,4502,2,1,1
11,4502,2,2,2
12,4502,2,2,1
13,4502,1,1,1
14,4502,2,1,1
15,4502,1,1,1
16,4502,1,1,1
17,4502,1,1,1
18,4502,2,1,1
19,4502,1,2,1
20,4502,2,1,1
2,4505,1,1,2
4,4505,1,1,2
5,4505,1,1,1
6,4505,1,1,2
8,4505,1,1,2
9,4505,1,1,2
10,4505,1,1,1
11,4505,2,1,2
12,4505,1,1,1
13,4505,1,1,2
14,4505,1,1,2
15,4505,1,1,1
16,4505,1,1,2
17,4505,1,1,1
18,4505,1,1,2
19,4505,1,1,2
20,4505,1,1,1
23,4505,1,1,2
24,4505,1,1,1
25,4505,1,1,1
1,4509,1,2,2
2,4509,1,2,2
3,4509,1,1,1
4,4509,1,2,2
5,4509,1,2,2
6,4509,1,2,1
7,4509,1,2,2
8,4509,1,1,2
9,4509,1,1,1
10,4509,1,2,2
11,4509,1,2,1
12,4509,1,2,1
13,4509,1,2,2
14,4509,1,1,2
15,4509,1,2,2
16,4509,1,1,2
17,4509,1,1,1
18,4509,1,1,2
19,4509,1,1,2
20,4509,1,2,2
1,4512,1,2,1
3,4512,1,1,1
4,4512,1,2,2
5,4512,1,1,1
6,4512,1,2,1
7,4512,2,1,1
8,4512,1,2,2
9,4512,1,1,1
10,4512,1,2,2
11,4512,1,1,2
12,4512,1,2,2
13,4512,1,2,1
14,4512,1,2,2
15,4512,1,2,2
17,4512,1,2,1
18,4512,1,2,2
19,4512,1,2,2
20,4512,1,1,1
21,4512,1,2,2
22,4512,1,2,1
1,4515,1,2,1
2,4515,1,1,2
3,4515,1,1,2
4,4515,1,1,2
5,4515,1,2,2
6,4515,1,1,2
7,4515,2,2,2
8,4515,1,2,1
9,4515,1,2,1
10,4515,1,2,2
11,4515,1,1,2
12,4515,1,2,1
13,4515,1,2,2
14,4515,1,2,2
15,4515,1,2,2
16,4515,1,2,2
17,4515,1,2,1
18,4515,1,2,2
19,4515,1,2,2
20,4515,1,2,2
1,4519,1,1,2
2,4519,1,1,2
3,4519,1,1,2
4,4519,1,1,2
5,4519,1,2,2
6,4519,1,1,1
7,4519,1,1,2
8,4519,1,2,2
9,4519,1,1,1
10,4519,1,2,2
11,4519,1,1,2
12,4519,1,1,2
13,4519,1,1,2
14,4519,1,1,2
15,4519,1,2,1
16,4519,1,1,1
17,4519,1,1,2
18,4519,1,1,2
19,4519,1,1,2
20,4519,1,1,2
1,4522,1,1,2
2,4522,1,1,1
3,4522,1,1,1
4,4522,1,1,1
5,4522,1,1,1
6,4522,1,1,1
7,4522,1,1,1
8,4522,1,1,2
9,4522,1,1,1
10,4522,1,1,1
11,4522,1,1,1
12,4522,1,1,2
13,4522,1,1,2
14,4522,1,1,1
15,4522,1,1,2
16,4522,1,1,2
17,4522,1,1,2
18,4522,1,1,2
19,4522,1,1,2
20,4522,1,1,2
1,4525,2,2,1
2,4525,1,1,2
3,4525,1,1,2
4,4525,1,1,2
5,4525,1,1,2
6,4525,1,2,1
7,4525,1,1,1
8,4525,1,1,1
9,4525,1,1,2
10,4525,1,1,2
11,4525,1,1,2
12,4525,1,1,2
13,4525,1,2,2
14,4525,1,2,2
15,4525,1,1,1
16,4525,1,1,2
17,4525,1,1,2
18,4525,1,1,2
19,4525,1,2,2
20,4525,1,1,2
1,4529,1,1,2
2,4529,1,1,2
3,4529,1,1,2
4,4529,1,1,1
5,4529,1,1,2
6,4529,1,1,2
7,4529,1,1,2
8,4529,1,1,2
9,4529,1,1,1
10,4529,1,1,2
11,4529,1,1,1
14,4529,1,1,2
15,4529,1,1,1
16,4529,1,1,2
17,4529,1,1,1
18,4529,1,1,2
19,4529,1,1,2
20,4529,1,1,2
21,4529,1,1,2
22,4529,1,1,1
1,4532,1,1,2
2,4532,2,1,1
3,4532,1,1,2
4,4532,1,1,2
5,4532,1,1,2
6,4532,1,1,2
7,4532,1,2,2
8,4532,1,1,1
9,4532,1,1,2
10,4532,1,2,2
11,4532,1,2,2
12,4532,1,1,2
13,4532,1,1,2
14,4532,1,1,2
15,4532,1,2,2
16,4532,1,1,2
17,4532,1,1,2
18,4532,1,2,1
19,4532,1,1,2
20,4532,1,1,2
1,4535,1,2,1
2,4535,1,2,1
3,4535,1,2,1
4,4535,1,1,2
5,4535,1,1,2
6,4535,1,2,2
7,4535,1,2,2
8,4535,1,2,2
9,4535,1,2,2
10,4535,1,2,1
11,4535,1,2,1
12,4535,1,2,2
13,4535,1,2,2
14,4535,1,2,1
15,4535,1,1,2
16,4535,1,2,2
17,4535,1,2,2
18,4535,1,2,2
19,4535,1,1,1
20,4535,1,1,1
1,4539,1,2,2
2,4539,1,1,2
3,4539,1,1,2
4,4539,1,1,2
5,4539,1,1,1
6,4539,1,1,1
7,4539,1,1,1
8,4539,1,1,1
9,4539,1,1,2
10,4539,1,1,2
11,4539,1,1,2
12,4539,1,1,2
13,4539,1,1,2
14,4539,1,1,2
15,4539,1,2,1
16,4539,1,1,2
17,4539,1,1,2
18,4539,1,1,1
19,4539,1,1,1
20,4539,1,1,1
1,4542,1,1,2
2,4542,1,2,1
3,4542,1,1,1
4,4542,1,1,2
5,4542,1,1,1
6,4542,1,1,1
7,4542,1,1,1
8,4542,1,1,1
9,4542,1,1,2
10,4542,1,2,2
11,4542,1,1,1
12,4542,1,1,2
13,4542,1,1,1
14,4542,1,1,1
15,4542,1,1,2
16,4542,1,1,1
17,4542,1,1,1
18,4542,1,1,1
19,4542,1,1,2
20,4542,1,1,1
1,4545,1,1,2
2,4545,1,1,2
3,4545,1,2,2
5,4545,1,1,2
6,4545,1,1,2
7,4545,1,1,2
8,4545,1,1,2
9,4545,1,1,2
10,4545,1,1,2
11,4545,1,1,2
12,4545,1,1,2
13,4545,1,1,2
14,4545,1,1,1
15,4545,1,1,2
16,4545,1,1,2
17,4545,1,1,1
18,4545,1,2,2
19,4545,1,1,2
20,4545,1,1,2
21,4545,1,1,2
1,4549,1,1,2
2,4549,1,1,2
3,4549,1,1,1
4,4549,1,1,2
5,4549,1,1,2
6,4549,1,1,2
7,4549,1,1,2
8,4549,1,1,2
9,4549,1,1,2
10,4549,1,2,2
11,4549,1,1,1
12,4549,1,2,1
13,4549,1,1,2
14,4549,1,1,2
15,4549,1,1,2
16,4549,1,1,2
17,4549,1,1,1
18,4549,1,1,2
19,4549,1,1,2
20,4549,1,1,2
1,4552,1,1,2
2,4552,1,1,2
3,4552,1,1,2
4,4552,1,1,2
5,4552,1,1,2
6,4552,1,1,2
7,4552,1,1,1
8,4552,1,1,2
9,4552,1,1,2
10,4552,1,1,2
11,4552,1,1,2
12,4552,1,1,2
13,4552,1,1,2
14,4552,2,1,2
15,4552,1,1,2
16,4552,1,1,2
17,4552,1,1,2
18,4552,1,1,2
19,4552,1,1,2
20,4552,1,1,2
1,4555,1,1,2
2,4555,1,2,1
3,4555,1,2,2
4,4555,1,2,2
5,4555,1,1,2
6,4555,1,2,1
7,4555,1,2,2
8,4555,1,1,2
9,4555,1,2,2
10,4555,1,2,1
11,4555,2,2,1
12,4555,2,1,1
13,4555,1,1,2
14,4555,1,2,1
15,4555,1,2,2
16,4555,1,2,2
17,4555,1,1,2
18,4555,1,2,1
19,4555,1,2,2
20,4555,1,2,1
1,4559,1,1,1
2,4559,1,2,1
3,4559,1,2,2
4,4559,1,2,2
5,4559,1,2,2
6,4559,1,2,2
7,4559,1,2,2
8,4559,1,2,1
9,4559,1,1,2
10,4559,1,1,1
11,4559,1,1,2
12,4559,1,1,2
13,4559,1,2,1
14,4559,1,1,2
15,4559,1,2,2
16,4559,2,2,2
17,4559,1,2,2
18,4559,1,2,2
19,4559,1,1,1
20,4559,1,1,2
1,4562,1,1,2
2,4562,1,1,2
3,4562,1,2,2
4,4562,1,1,2
5,4562,1,2,2
6,4562,1,1,2
7,4562,1,1,2
8,4562,1,1,2
9,4562,1,1,2
10,4562,1,2,2
11,4562,1,1,1
12,4562,1,1,1
13,4562,1,1,2
14,4562,1,1,2
15,4562,1,1,2
16,4562,1,1,2
17,4562,1,1,2
18,4562,1,1,2
19,4562,1,1,2
20,4562,1,1,2
1,4565,1,2,1
2,4565,1,2,1
3,4565,1,2,1
5,4565,1,2,1
6,4565,1,2,2
7,4565,2,1,2
8,4565,1,2,1
9,4565,1,2,1
10,4565,1,2,2
11,4565,1,2,2
12,4565,2,2,2
13,4565,1,2,1
14,4565,1,2,1
15,4565,1,2,1
16,4565,1,1,2
17,4565,1,1,1
18,4565,2,2,1
19,4565,2,2,2
20,4565,1,2,1
21,4565,1,2,1
1,4569,1,2,2
2,4569,1,2,2
3,4569,1,2,1
4,4569,1,1,2
5,4569,1,2,2
6,4569,1,1,1
7,4569,1,2,2
8,4569,1,2,1
9,4569,1,2,2
10,4569,1,2,1
11,4569,1,2,2
12,4569,1,2,2
13,4569,1,1,1
14,4569,1,2,2
15,4569,1,2,1
16,4569,1,2,2
17,4569,1,2,1
18,4569,1,2,1
19,4569,1,2,2
20,4569,1,2,2
1,4572,1,1,2
2,4572,1,1,1
3,4572,1,1,1
4,4572,1,1,1
5,4572,1,1,1
6,4572,1,1,1
7,4572,1,1,1
8,4572,1,2,2
9,4572,1,1,1
10,4572,1,1,1
11,4572,1,1,1
12,4572,1,2,2
13,4572,1,1,1
14,4572,2,2,2
15,4572,1,1,1
16,4572,1,1,1
17,4572,1,1,2
18,4572,1,1,2
19,4572,1,1,1
20,4572,1,1,1
1,4575,2,2,1
2,4575,1,2,1
3,4575,1,2,1
4,4575,1,2,2
5,4575,2,2,1
6,4575,1,2,2
7,4575,1,1,1
8,4575,1,2,2
9,4575,1,2,1
10,4575,1,2,2
11,4575,1,2,2
12,4575,1,2,2
13,4575,1,2,2
14,4575,1,1,1
15,4575,1,2,1
16,4575,1,2,1
17,4575,1,2,1
18,4575,1,2,1
19,4575,1,2,1
20,4575,1,2,2
1,4579,2,2,2
2,4579,1,1,1
3,4579,1,1,2
5,4579,2,2,2
6,4579,1,1,1
7,4579,1,1,1
8,4579,1,1,1
9,4579,1,1,2
10,4579,2,2,2
11,4579,1,1,2
12,4579,1,1,1
13,4579,1,1,2
15,4579,2,2,2
16,4579,1,1,2
17,4579,1,1,1
18,4579,1,1,2
19,4579,1,1,2
20,4579,1,1,2
21,4579,2,2,1
22,4579,1,1,2
1,4582,1,1,1
2,4582,1,1,2
3,4582,1,1,1
4,4582,1,1,2
5,4582,1,1,2
6,4582,2,1,2
7,4582,1,1,2
8,4582,1,1,1
9,4582,1,1,2
10,4582,1,1,1
11,4582,1,1,2
12,4582,1,1,2
13,4582,1,1,1
14,4582,1,1,2
15,4582,1,1,2
16,4582,2,1,2
17,4582,1,1,2
19,4582,2,1,1
20,4582,1,1,2
21,4582,1,1,1
1,4585,1,1,2
2,4585,1,1,2
3,4585,1,1,2
4,4585,1,1,2
5,4585,1,1,2
6,4585,1,1,2
7,4585,1,2,2
8,4585,1,1,2
9,4585,1,1,2
10,4585,1,1,2
11,4585,1,1,1
12,4585,1,1,2
13,4585,1,1,2
14,4585,1,1,2
15,4585,1,2,1
16,4585,1,1,2
17,4585,1,1,2
18,4585,1,1,2
19,4585,1,1,2
20,4585,1,1,2
1,4589,1,1,2
2,4589,2,2,2
3,4589,1,1,1
4,4589,1,1,2
7,4589,1,1,2
8,4589,2,2,2
9,4589,1,1,1
10,4589,1,1,2
11,4589,1,1,2
12,4589,1,1,2
13,4589,1,2,2
14,4589,1,1,1
15,4589,2,2,2
16,4589,2,2,2
17,4589,1,1,2
18,4589,1,1,2
19,4589,1,1,1
20,4589,1,1,2
21,4589,1,1,2
22,4589,2,2,2
2,4592,1,1,2
3,4592,1,1,1
4,4592,1,1,1
5,4592,1,1,1
6,4592,1,1,2
7,4592,1,1,2
8,4592,1,1,2
9,4592,1,1,1
10,4592,1,1,2
12,4592,1,1,1
13,4592,1,1,1
14,4592,1,1,2
15,4592,1,1,1
16,4592,1,1,1
17,4592,1,1,1
18,4592,1,1,1
19,4592,1,1,1
20,4592,1,2,2
24,4592,1,1,1
25,4592,2,2,2
1,4595,1,1,1
2,4595,1,1,2
3,4595,2,2,2
4,4595,2,1,2
5,4595,1,1,2
6,4595,1,1,2
7,4595,1,1,1
8,4595,1,2,1
9,4595,1,1,1
10,4595,2,2,1
11,4595,1,1,2
12,4595,1,1,1
13,4595,1,1,2
14,4595,1,1,1
15,4595,1,1,1
16,4595,2,1,2
17,4595,1,1,2
18,4595,1,1,1
19,4595,1,1,1
20,4595,1,1,1
1,4599,1,2,2
3,4599,1,1,1
4,4599,1,1,1
5,4599,1,1,2
6,4599,1,1,2
7,4599,1,2,2
8,4599,1,2,2
9,4599,1,1,2
10,4599,1,1,2
11,4599,1,1,2
12,4599,1,1,1
13,4599,1,1,1
14,4599,1,2,2
15,4599,1,1,1
16,4599,1,1,1
17,4599,1,1,2
18,4599,1,1,2
19,4599,1,1,2
