nh,clust,Own_operate_farm,Fish_process_for_sale,Operate_own_business
19,4799,1,1,1
20,4799,1,1,1
1,4802,1,1,2
2,4802,1,1,2
3,4802,1,1,2
4,4802,1,1,2
5,4802,1,1,1
6,4802,1,1,1
7,4802,1,1,1
8,4802,1,1,2
9,4802,1,1,2
10,4802,1,1,2
11,4802,1,1,1
12,4802,1,1,2
13,4802,1,1,2
14,4802,1,1,2
15,4802,1,1,2
16,4802,1,1,2
17,4802,1,1,2
18,4802,1,1,2
19,4802,1,1,2
20,4802,1,1,1
1,4805,1,1,2
2,4805,1,1,2
3,4805,1,1,1
4,4805,1,1,2
5,4805,1,1,2
6,4805,1,1,1
7,4805,2,2,1
8,4805,2,2,2
9,4805,1,1,2
10,4805,1,1,1
11,4805,1,1,2
12,4805,1,1,2
13,4805,1,1,2
14,4805,1,1,1
15,4805,1,1,2
16,4805,1,1,1
17,4805,1,1,1
18,4805,1,1,2
19,4805,1,1,1
20,4805,1,1,2
1,4809,1,1,1
2,4809,1,1,2
3,4809,1,1,2
4,4809,1,1,1
5,4809,1,1,2
6,4809,1,1,2
7,4809,1,1,2
9,4809,1,1,2
10,4809,1,1,2
11,4809,1,1,2
12,4809,1,1,1
13,4809,1,1,2
14,4809,1,1,1
15,4809,1,1,2
16,4809,1,1,2
17,4809,1,1,2
18,4809,1,1,2
19,4809,1,1,2
20,4809,1,1,1
24,4809,1,1,2
1,4812,1,1,1
2,4812,1,1,1
3,4812,1,1,2
4,4812,1,1,2
5,4812,1,1,2
6,4812,1,1,2
7,4812,1,1,2
8,4812,1,1,1
9,4812,1,1,2
10,4812,1,1,2
11,4812,1,1,2
12,4812,1,1,1
13,4812,1,1,2
14,4812,1,1,1
15,4812,1,1,2
16,4812,1,1,1
17,4812,1,1,1
18,4812,1,1,1
19,4812,1,1,2
20,4812,1,1,2
1,4815,1,1,2
2,4815,1,1,2
3,4815,1,1,1
4,4815,1,1,2
5,4815,1,1,1
6,4815,1,1,2
7,4815,1,1,1
8,4815,1,1,1
9,4815,1,1,2
10,4815,1,1,2
11,4815,1,1,1
12,4815,1,1,2
13,4815,1,1,1
14,4815,1,1,1
15,4815,1,1,2
16,4815,1,1,1
17,4815,1,1,1
18,4815,1,1,2
19,4815,1,1,2
20,4815,1,1,1
1,4819,1,1,2
2,4819,1,1,2
3,4819,1,1,2
4,4819,1,1,2
5,4819,1,1,1
6,4819,1,1,2
7,4819,1,1,2
8,4819,1,1,2
9,4819,1,1,2
10,4819,1,1,2
11,4819,1,1,2
12,4819,1,1,1
13,4819,1,1,2
14,4819,1,1,1
15,4819,1,1,2
16,4819,1,1,2
17,4819,1,1,2
18,4819,1,1,1
19,4819,1,1,2
20,4819,1,1,2
1,4822,1,1,1
2,4822,1,1,2
3,4822,1,1,2
4,4822,1,1,2
5,4822,1,1,1
6,4822,1,1,2
7,4822,1,1,1
8,4822,1,1,2
9,4822,1,1,2
10,4822,1,1,2
11,4822,2,2,2
12,4822,1,1,2
13,4822,1,1,2
14,4822,1,1,2
15,4822,1,1,2
16,4822,1,1,2
17,4822,1,1,2
18,4822,1,1,2
19,4822,2,2,2
20,4822,1,2,2
1,4825,1,1,2
4,4825,1,1,2
5,4825,1,1,1
6,4825,1,1,2
7,4825,1,1,2
8,4825,1,2,1
9,4825,1,1,2
10,4825,1,1,2
11,4825,1,1,1
12,4825,1,1,2
13,4825,1,1,1
14,4825,1,1,1
15,4825,1,1,1
16,4825,1,1,2
17,4825,1,1,2
18,4825,1,1,2
19,4825,1,1,2
20,4825,1,1,1
21,4825,1,1,2
23,4825,1,1,2
1,4829,1,2,2
2,4829,1,2,1
3,4829,1,2,2
4,4829,1,2,2
5,4829,1,2,2
6,4829,1,2,2
7,4829,1,2,1
8,4829,1,1,1
9,4829,1,2,2
10,4829,1,2,1
11,4829,1,2,1
12,4829,1,2,2
13,4829,1,2,2
14,4829,1,1,2
15,4829,1,2,2
16,4829,1,1,2
17,4829,1,2,1
18,4829,1,2,1
19,4829,1,2,1
20,4829,1,1,2
1,4832,1,1,2
2,4832,1,1,2
3,4832,1,1,1
4,4832,1,1,2
5,4832,1,1,1
6,4832,1,1,2
7,4832,1,1,2
8,4832,1,1,2
9,4832,2,2,1
10,4832,1,1,2
11,4832,1,1,2
12,4832,1,1,2
13,4832,1,1,2
14,4832,1,2,2
15,4832,2,2,2
16,4832,1,1,1
17,4832,2,2,2
18,4832,1,2,2
19,4832,1,1,2
20,4832,1,1,2
1,4835,1,1,2
2,4835,2,1,2
3,4835,1,2,2
4,4835,2,2,2
5,4835,1,1,2
6,4835,2,1,2
7,4835,1,2,2
8,4835,1,1,2
9,4835,1,2,2
10,4835,2,1,1
11,4835,1,1,2
12,4835,1,1,2
13,4835,1,1,2
14,4835,1,1,2
15,4835,1,1,2
16,4835,1,1,1
17,4835,1,1,2
18,4835,1,1,2
19,4835,2,1,2
20,4835,1,1,1
1,4839,1,2,2
2,4839,1,1,1
3,4839,1,1,2
4,4839,1,1,2
5,4839,1,2,2
6,4839,1,1,2
7,4839,1,1,2
8,4839,1,2,2
9,4839,1,1,2
10,4839,1,1,1
11,4839,1,1,1
12,4839,1,1,2
13,4839,1,1,2
14,4839,1,1,1
15,4839,1,1,1
16,4839,1,1,2
17,4839,1,1,2
18,4839,1,1,2
19,4839,1,1,1
20,4839,1,1,1
1,4842,1,1,2
2,4842,1,1,2
3,4842,1,1,1
4,4842,1,1,2
5,4842,1,1,2
6,4842,1,1,2
7,4842,1,1,2
8,4842,1,1,2
9,4842,2,2,2
10,4842,1,1,1
11,4842,1,1,1
12,4842,1,1,2
13,4842,2,1,1
14,4842,1,1,2
15,4842,2,2,2
16,4842,1,1,2
17,4842,1,1,2
18,4842,2,2,2
19,4842,1,1,2
20,4842,1,1,1
1,4845,1,1,1
2,4845,1,1,2
3,4845,1,1,2
4,4845,1,1,2
6,4845,1,1,2
7,4845,1,1,1
8,4845,1,1,2
10,4845,1,1,1
11,4845,1,1,2
12,4845,1,1,1
13,4845,1,1,1
14,4845,1,1,1
15,4845,1,1,1
16,4845,1,1,2
17,4845,1,1,2
18,4845,1,1,2
19,4845,1,1,2
20,4845,1,1,1
23,4845,1,1,2
25,4845,1,1,1
1,4849,1,1,2
2,4849,1,1,2
3,4849,1,1,2
4,4849,1,1,2
5,4849,1,2,2
6,4849,1,1,2
7,4849,1,1,2
8,4849,1,1,2
9,4849,1,1,2
10,4849,1,2,2
11,4849,1,1,2
12,4849,1,1,2
13,4849,1,1,2
14,4849,1,1,2
15,4849,1,2,2
16,4849,1,2,2
17,4849,1,2,2
18,4849,1,1,2
19,4849,1,1,2
20,4849,1,1,2
1,4852,1,1,2
2,4852,1,1,2
3,4852,1,1,2
4,4852,1,1,2
5,4852,1,1,2
6,4852,1,1,2
7,4852,1,1,2
8,4852,1,1,2
9,4852,1,1,2
10,4852,1,1,2
11,4852,1,1,1
12,4852,1,1,1
13,4852,1,1,2
14,4852,1,1,1
15,4852,1,1,2
16,4852,1,1,2
17,4852,1,1,2
18,4852,1,1,1
19,4852,1,1,2
20,4852,1,1,1
1,4855,1,1,1
2,4855,1,1,1
3,4855,1,1,1
4,4855,1,1,1
5,4855,1,1,2
6,4855,1,1,1
7,4855,1,1,1
8,4855,1,1,1
9,4855,1,1,1
10,4855,1,1,2
11,4855,1,1,1
12,4855,1,1,1
13,4855,1,1,1
14,4855,1,1,1
15,4855,1,1,1
16,4855,1,1,1
17,4855,1,1,2
18,4855,1,1,2
19,4855,1,1,1
20,4855,1,1,1
1,4859,1,1,2
2,4859,1,1,2
3,4859,1,1,2
4,4859,1,1,2
5,4859,1,1,2
6,4859,1,1,2
7,4859,1,1,2
8,4859,1,1,2
9,4859,1,1,2
10,4859,1,1,2
11,4859,1,1,2
12,4859,1,1,1
13,4859,1,1,2
14,4859,1,1,1
15,4859,1,1,2
16,4859,1,1,2
17,4859,1,1,2
18,4859,1,1,2
19,4859,1,1,2
20,4859,1,1,2
1,4862,1,1,2
2,4862,1,1,2
3,4862,1,1,2
4,4862,1,1,2
5,4862,1,1,2
6,4862,1,2,2
7,4862,1,1,2
8,4862,1,1,2
9,4862,2,1,2
10,4862,1,1,2
11,4862,1,1,2
12,4862,1,1,2
13,4862,1,1,2
14,4862,1,1,2
15,4862,1,1,2
16,4862,2,1,2
17,4862,1,1,2
18,4862,1,1,2
19,4862,1,1,2
20,4862,1,1,2
1,4865,1,1,1
2,4865,1,1,1
3,4865,1,1,2
4,4865,1,1,2
5,4865,1,1,2
6,4865,1,1,2
7,4865,1,1,2
8,4865,1,1,2
9,4865,1,1,2
10,4865,1,1,1
11,4865,1,1,2
12,4865,1,1,1
13,4865,1,1,1
14,4865,1,1,1
15,4865,1,1,2
16,4865,1,1,1
17,4865,1,1,2
18,4865,1,1,2
19,4865,1,1,1
20,4865,1,1,2
1,4869,1,1,2
2,4869,1,1,2
3,4869,1,1,1
4,4869,1,1,2
5,4869,1,1,2
6,4869,1,1,2
7,4869,1,1,2
8,4869,1,1,2
9,4869,1,1,1
10,4869,1,1,2
11,4869,1,1,2
12,4869,1,1,1
13,4869,1,1,2
14,4869,1,1,2
15,4869,1,1,2
16,4869,1,1,2
17,4869,1,1,2
18,4869,1,1,2
19,4869,1,1,2
20,4869,1,1,1
1,4872,1,1,2
2,4872,1,1,2
3,4872,1,1,2
4,4872,1,1,1
5,4872,1,2,2
6,4872,1,1,2
7,4872,1,1,2
8,4872,1,1,2
9,4872,1,1,2
10,4872,1,1,2
11,4872,1,1,2
12,4872,1,1,2
13,4872,1,1,2
14,4872,1,1,2
15,4872,1,1,2
16,4872,1,1,2
17,4872,1,1,2
18,4872,1,1,2
19,4872,1,1,2
20,4872,1,1,2
1,4875,1,1,2
2,4875,1,1,2
3,4875,1,1,2
4,4875,1,1,2
5,4875,1,1,2
6,4875,1,1,2
7,4875,1,1,2
8,4875,1,1,2
9,4875,1,1,2
10,4875,1,1,2
11,4875,1,1,2
12,4875,1,1,2
13,4875,1,1,2
14,4875,1,1,2
15,4875,1,1,2
16,4875,1,1,2
17,4875,1,1,2
18,4875,1,1,1
19,4875,1,1,2
20,4875,1,1,2
1,4879,1,1,2
2,4879,1,1,2
3,4879,1,1,2
4,4879,1,1,2
5,4879,1,1,2
6,4879,1,1,2
7,4879,1,1,2
8,4879,1,1,2
9,4879,1,1,2
10,4879,1,1,2
11,4879,1,1,2
12,4879,1,1,2
13,4879,1,1,2
14,4879,1,1,2
15,4879,1,1,2
16,4879,1,1,2
17,4879,1,1,2
18,4879,1,1,2
19,4879,1,1,2
20,4879,1,1,2
1,4882,2,1,2
2,4882,1,1,2
3,4882,1,1,2
4,4882,1,1,2
5,4882,2,1,2
6,4882,1,1,1
7,4882,1,1,1
8,4882,1,1,2
9,4882,1,1,1
10,4882,1,1,1
11,4882,1,1,1
13,4882,1,1,1
14,4882,1,1,1
15,4882,1,1,1
16,4882,1,1,1
17,4882,1,1,2
18,4882,1,1,2
19,4882,2,1,2
20,4882,2,1,1
21,4882,1,1,2
1,4885,1,1,2
2,4885,1,1,2
3,4885,1,1,2
4,4885,1,1,2
5,4885,1,1,2
6,4885,1,1,2
7,4885,1,1,2
8,4885,1,1,2
9,4885,1,1,2
10,4885,1,1,2
11,4885,1,1,2
12,4885,1,1,2
13,4885,1,1,2
14,4885,1,1,2
15,4885,1,1,2
16,4885,1,1,2
17,4885,1,1,1
18,4885,1,1,2
19,4885,1,1,2
20,4885,1,1,2
1,4889,1,1,2
2,4889,1,1,2
3,4889,1,1,2
4,4889,1,1,1
5,4889,1,1,1
6,4889,1,1,1
7,4889,1,1,1
8,4889,1,1,2
9,4889,1,1,1
10,4889,1,1,2
11,4889,1,1,2
12,4889,1,1,2
13,4889,1,1,2
14,4889,1,1,2
15,4889,1,1,1
16,4889,1,1,2
17,4889,1,1,1
18,4889,1,1,1
19,4889,1,1,1
20,4889,1,1,2
1,4892,1,1,1
2,4892,1,1,1
3,4892,1,1,2
4,4892,1,1,1
5,4892,1,1,1
6,4892,1,1,2
7,4892,1,1,1
8,4892,1,1,1
9,4892,1,1,2
10,4892,1,1,1
11,4892,1,1,2
12,4892,1,1,1
13,4892,1,1,1
14,4892,1,1,1
15,4892,1,1,1
16,4892,1,2,1
17,4892,1,1,1
18,4892,1,1,1
19,4892,1,1,1
20,4892,1,1,2
1,4895,1,1,2
2,4895,2,1,2
3,4895,1,1,2
4,4895,1,1,2
5,4895,1,1,2
6,4895,1,1,1
7,4895,1,1,1
8,4895,1,1,1
9,4895,1,1,2
10,4895,1,1,2
11,4895,1,1,2
12,4895,1,1,2
13,4895,1,1,2
14,4895,1,1,2
15,4895,1,1,2
16,4895,1,1,2
17,4895,1,1,2
18,4895,1,1,2
19,4895,1,1,2
20,4895,1,1,2
1,4899,1,1,2
2,4899,1,1,2
3,4899,1,1,1
4,4899,1,1,2
5,4899,1,1,1
6,4899,1,1,1
7,4899,1,1,2
8,4899,1,1,1
9,4899,1,1,1
10,4899,1,1,1
11,4899,1,1,2
12,4899,1,1,2
13,4899,1,1,2
14,4899,1,1,2
15,4899,1,1,1
16,4899,1,1,1
17,4899,1,1,1
18,4899,1,1,1
19,4899,1,1,2
20,4899,1,1,1
1,4902,1,1,1
2,4902,1,1,1
3,4902,1,1,2
4,4902,1,1,2
5,4902,1,1,2
6,4902,1,1,1
7,4902,1,1,2
8,4902,1,1,2
9,4902,1,1,2
10,4902,1,1,1
11,4902,1,1,1
12,4902,1,1,1
13,4902,1,1,2
14,4902,1,1,2
15,4902,1,1,1
16,4902,1,1,2
17,4902,1,1,2
18,4902,1,1,1
19,4902,1,1,1
20,4902,1,1,1
1,4905,1,1,2
2,4905,1,1,2
3,4905,1,1,2
4,4905,1,1,2
5,4905,1,1,2
6,4905,1,1,2
7,4905,1,1,2
8,4905,1,1,2
9,4905,1,1,2
10,4905,1,1,2
11,4905,1,1,2
12,4905,1,1,2
13,4905,1,1,2
14,4905,1,1,2
15,4905,1,1,2
16,4905,1,1,2
17,4905,1,1,1
18,4905,1,1,2
19,4905,1,1,2
20,4905,1,1,2
1,4909,1,1,1
2,4909,1,1,2
3,4909,1,1,2
4,4909,1,1,2
5,4909,1,1,2
6,4909,1,1,2
7,4909,1,1,2
8,4909,1,1,2
9,4909,1,1,1
10,4909,1,1,2
11,4909,1,1,2
12,4909,1,1,2
13,4909,1,1,2
14,4909,1,1,2
15,4909,1,1,1
16,4909,1,1,1
17,4909,1,1,2
18,4909,1,1,2
19,4909,1,1,2
20,4909,1,1,1
1,4912,1,1,2
2,4912,1,1,2
3,4912,1,1,1
4,4912,1,1,2
5,4912,1,1,2
6,4912,1,1,2
7,4912,1,1,2
8,4912,1,1,2
9,4912,1,1,2
10,4912,1,1,2
11,4912,1,1,2
12,4912,1,1,2
13,4912,1,1,2
14,4912,1,1,2
16,4912,1,1,2
17,4912,1,1,2
18,4912,1,1,2
19,4912,1,1,2
20,4912,1,1,2
21,4912,1,1,1
1,4915,1,1,2
2,4915,1,2,2
3,4915,1,1,2
4,4915,1,1,2
5,4915,1,1,1
6,4915,1,1,2
7,4915,1,1,2
8,4915,1,1,2
9,4915,1,1,2
10,4915,1,1,2
11,4915,1,1,2
12,4915,1,1,2
13,4915,1,1,2
14,4915,1,1,2
15,4915,1,1,2
16,4915,1,1,2
17,4915,1,1,2
18,4915,1,1,2
19,4915,1,1,2
20,4915,1,1,2
1,4919,1,1,2
2,4919,1,1,2
3,4919,1,1,2
4,4919,1,1,2
5,4919,1,1,2
6,4919,1,1,2
7,4919,1,1,2
8,4919,1,1,2
9,4919,1,1,2
10,4919,1,1,2
11,4919,1,1,2
12,4919,1,1,2
13,4919,1,1,2
14,4919,1,1,2
15,4919,1,1,2
16,4919,1,1,2
17,4919,1,1,2
18,4919,1,1,2
19,4919,1,1,2
20,4919,1,1,2
1,4922,1,1,1
2,4922,1,1,2
3,4922,1,1,2
4,4922,1,1,2
5,4922,1,1,1
6,4922,1,1,1
7,4922,1,1,2
8,4922,1,1,1
9,4922,1,1,2
10,4922,1,1,1
11,4922,1,1,2
12,4922,1,1,2
13,4922,1,1,2
14,4922,1,1,2
15,4922,1,1,2
16,4922,1,1,2
17,4922,1,1,2
18,4922,1,1,2
19,4922,1,1,2
20,4922,1,1,2
1,4925,1,1,2
2,4925,1,1,2
3,4925,1,1,2
4,4925,1,1,1
5,4925,1,1,2
6,4925,1,1,1
7,4925,1,1,1
8,4925,1,1,2
9,4925,1,1,2
10,4925,1,1,2
11,4925,1,1,1
12,4925,1,1,1
13,4925,1,1,1
14,4925,1,1,2
15,4925,1,1,2
16,4925,2,2,2
17,4925,1,1,1
18,4925,2,2,2
19,4925,1,1,2
20,4925,1,1,2
1,4929,1,1,2
2,4929,1,1,1
3,4929,1,1,2
4,4929,1,1,1
5,4929,1,1,2
6,4929,1,1,1
7,4929,1,1,1
8,4929,1,1,1
9,4929,1,1,1
10,4929,1,1,2
11,4929,2,2,2
12,4929,1,1,2
13,4929,1,1,1
14,4929,1,1,2
15,4929,1,1,1
16,4929,1,1,1
17,4929,1,1,1
18,4929,1,1,1
19,4929,2,1,1
20,4929,1,1,2
1,4932,1,1,1
2,4932,1,1,1
3,4932,1,1,1
4,4932,1,1,1
5,4932,1,1,1
6,4932,1,1,2
7,4932,1,1,1
8,4932,1,1,1
10,4932,1,1,2
11,4932,1,1,1
12,4932,1,1,2
13,4932,1,1,1
14,4932,1,1,1
15,4932,1,1,1
16,4932,1,1,1
17,4932,1,1,1
18,4932,1,1,2
19,4932,1,1,1
20,4932,2,2,1
22,4932,1,1,1
1,4935,1,1,1
2,4935,2,1,1
3,4935,1,1,2
4,4935,1,2,2
5,4935,1,1,2
6,4935,1,2,2
7,4935,1,2,2
8,4935,1,1,1
9,4935,1,1,1
10,4935,1,1,2
11,4935,1,1,2
12,4935,2,1,1
13,4935,1,1,1
14,4935,1,1,1
15,4935,1,2,2
16,4935,1,1,1
17,4935,1,1,1
18,4935,1,1,1
19,4935,1,1,1
20,4935,1,1,1
1,4939,1,1,2
2,4939,1,2,2
3,4939,1,1,2
4,4939,1,2,2
5,4939,1,1,2
6,4939,1,2,2
7,4939,1,2,2
8,4939,1,2,2
9,4939,1,1,2
10,4939,1,2,2
11,4939,1,2,2
12,4939,1,1,2
13,4939,1,1,1
14,4939,1,2,1
15,4939,1,1,1
16,4939,1,2,2
17,4939,1,1,2
18,4939,1,2,1
19,4939,1,2,2
20,4939,1,1,1
1,4942,1,1,2
2,4942,1,1,2
3,4942,1,1,2
4,4942,1,1,2
5,4942,2,2,2
6,4942,1,1,1
7,4942,1,1,2
8,4942,1,1,2
9,4942,1,1,2
10,4942,1,1,2
11,4942,1,1,2
12,4942,1,1,2
13,4942,1,1,2
14,4942,1,1,2
15,4942,1,1,2
16,4942,1,1,2
17,4942,1,1,2
18,4942,1,1,2
19,4942,1,1,2
20,4942,1,2,2
1,4944,1,1,2
2,4944,1,1,2
3,4944,1,1,2
4,4944,1,1,2
5,4944,1,2,2
6,4944,1,1,1
7,4944,2,2,2
8,4944,1,1,2
9,4944,1,1,2
10,4944,1,1,2
11,4944,1,1,2
12,4944,1,1,1
13,4944,1,1,1
14,4944,1,1,2
15,4944,1,1,2
16,4944,1,1,1
17,4944,1,1,2
18,4944,1,1,2
19,4944,1,1,2
20,4944,1,1,2
1,4949,1,1,2
2,4949,1,1,2
3,4949,1,1,2
4,4949,1,1,2
5,4949,1,1,2
6,4949,1,1,2
7,4949,1,1,1
8,4949,1,1,2
9,4949,1,1,2
10,4949,1,1,1
11,4949,1,1,2
12,4949,2,2,1
13,4949,1,1,2
14,4949,1,1,2
15,4949,1,1,2
16,4949,1,1,2
17,4949,1,1,2
18,4949,2,2,1
19,4949,1,1,2
20,4949,2,1,2
1,4952,2,1,1
2,4952,2,1,1
3,4952,1,1,1
4,4952,1,1,2
5,4952,1,1,2
6,4952,1,1,1
7,4952,1,1,1
8,4952,1,1,2
9,4952,1,1,1
10,4952,2,1,2
11,4952,1,1,1
12,4952,2,1,1
13,4952,2,1,1
14,4952,2,1,1
15,4952,1,1,1
16,4952,1,1,1
17,4952,1,1,1
18,4952,1,1,2
19,4952,1,1,2
20,4952,1,1,1
1,4955,1,1,2
2,4955,2,1,1
3,4955,1,1,1
4,4955,1,1,2
5,4955,1,1,2
6,4955,1,1,2
7,4955,1,1,2
8,4955,1,1,2
9,4955,1,1,2
10,4955,1,1,2
11,4955,1,1,2
12,4955,1,1,2
13,4955,1,1,2
14,4955,1,1,2
15,4955,1,1,2
16,4955,1,1,2
17,4955,1,1,2
18,4955,1,1,2
19,4955,1,1,2
20,4955,1,1,2
1,4959,1,1,2
2,4959,1,1,1
3,4959,1,1,2
4,4959,1,1,1
5,4959,1,1,2
6,4959,1,1,1
7,4959,1,1,2
8,4959,1,1,2
9,4959,1,1,2
10,4959,1,1,1
11,4959,1,1,1
12,4959,1,1,2
13,4959,1,1,2
14,4959,1,1,2
15,4959,1,1,1
16,4959,1,1,1
17,4959,1,1,1
18,4959,1,1,1
20,4959,1,1,1
21,4959,1,1,1
2,4962,2,1,1
3,4962,1,1,1
4,4962,2,1,1
5,4962,2,1,2
6,4962,2,1,2
7,4962,2,1,2
8,4962,1,1,2
9,4962,1,1,1
10,4962,1,1,1
12,4962,2,1,1
13,4962,1,1,2
14,4962,2,1,1
15,4962,2,1,1
16,4962,1,1,1
17,4962,1,1,2
18,4962,1,1,1
19,4962,2,1,1
20,4962,1,1,1
21,4962,1,1,1
23,4962,2,1,1
1,4965,2,1,1
2,4965,2,1,1
3,4965,2,1,1
4,4965,2,1,1
5,4965,2,1,2
6,4965,1,1,1
7,4965,2,1,1
8,4965,1,1,1
9,4965,1,1,2
10,4965,2,1,1
11,4965,2,1,1
12,4965,1,1,1
13,4965,2,1,1
14,4965,2,1,1
15,4965,1,1,1
16,4965,2,1,1
17,4965,2,1,1
18,4965,2,1,1
19,4965,2,1,1
22,4965,1,1,1
1,4969,1,1,2
2,4969,1,1,2
3,4969,1,2,2
4,4969,1,2,1
5,4969,2,1,2
6,4969,1,1,1
7,4969,2,2,2
8,4969,1,1,2
9,4969,1,1,2
10,4969,2,2,2
11,4969,2,2,2
12,4969,1,1,1
13,4969,2,2,1
14,4969,1,2,2
15,4969,1,1,2
16,4969,1,2,1
17,4969,1,2,2
18,4969,1,1,2
19,4969,2,2,1
20,4969,1,2,2
1,4972,1,1,2
2,4972,1,2,2
3,4972,1,1,1
4,4972,1,1,1
5,4972,1,2,2
6,4972,2,2,1
7,4972,1,2,1
8,4972,1,2,1
9,4972,2,2,1
10,4972,1,2,2
11,4972,2,2,1
12,4972,2,2,1
13,4972,1,2,2
14,4972,2,2,1
15,4972,2,2,1
16,4972,2,2,2
17,4972,2,2,1
18,4972,2,2,1
19,4972,2,2,1
20,4972,2,1,1
1,4975,1,1,1
2,4975,1,1,1
3,4975,1,1,1
4,4975,1,2,1
5,4975,1,1,1
6,4975,2,1,2
7,4975,1,1,1
8,4975,1,2,2
9,4975,1,2,2
10,4975,1,2,1
11,4975,1,2,1
12,4975,1,2,2
13,4975,1,2,1
14,4975,1,2,1
15,4975,1,2,2
16,4975,1,1,2
17,4975,1,2,2
18,4975,1,2,1
19,4975,1,2,1
20,4975,1,2,1
1,4979,1,1,1
2,4979,1,1,1
3,4979,1,1,1
4,4979,2,2,1
5,4979,1,1,2
6,4979,1,1,1
7,4979,1,1,1
8,4979,1,1,2
9,4979,1,1,1
10,4979,1,1,1
11,4979,1,1,1
12,4979,1,1,1
13,4979,1,1,2
14,4979,1,1,1
15,4979,1,1,2
16,4979,1,1,2
17,4979,2,2,2
18,4979,2,2,1
19,4979,1,1,1
20,4979,1,1,1
1,4982,1,1,2
2,4982,1,1,1
3,4982,1,1,2
4,4982,1,1,2
5,4982,1,1,2
6,4982,1,1,2
7,4982,1,1,2
8,4982,1,1,2
9,4982,1,1,2
10,4982,1,1,2
11,4982,1,1,2
12,4982,1,1,2
13,4982,1,1,2
14,4982,1,1,1
15,4982,1,1,2
16,4982,1,1,1
17,4982,1,1,1
18,4982,1,1,2
19,4982,1,1,2
20,4982,2,1,1
1,4985,2,2,1
2,4985,2,1,2
3,4985,2,1,2
4,4985,2,1,1
6,4985,2,1,1
7,4985,2,1,1
8,4985,2,1,2
9,4985,1,1,1
10,4985,1,1,2
11,4985,2,1,1
12,4985,1,1,1
13,4985,2,2,1
14,4985,1,1,2
15,4985,1,1,1
16,4985,2,1,1
17,4985,1,1,1
18,4985,2,1,1
19,4985,1,1,1
20,4985,2,2,1
21,4985,2,2,2
1,4989,1,1,1
2,4989,2,1,2
3,4989,1,1,2
4,4989,1,1,2
5,4989,1,1,1
6,4989,1,1,2
7,4989,1,1,2
8,4989,1,1,2
9,4989,1,1,2
10,4989,2,1,2
11,4989,1,1,2
12,4989,1,1,2
13,4989,1,1,2
14,4989,1,1,2
15,4989,1,1,2
16,4989,2,2,2
17,4989,1,1,2
18,4989,1,1,2
19,4989,1,1,2
20,4989,2,1,2
1,4992,1,1,1
2,4992,1,2,2
3,4992,1,2,2
5,4992,2,1,1
6,4992,1,1,1
7,4992,1,1,2
8,4992,1,1,1
9,4992,1,1,1
10,4992,1,1,1
11,4992,1,1,1
12,4992,1,1,1
13,4992,1,1,2
14,4992,1,1,1
15,4992,1,2,2
16,4992,1,1,2
17,4992,1,1,2
18,4992,1,1,2
19,4992,1,1,2
20,4992,1,1,2
21,4992,2,1,2
1,4995,1,1,2
2,4995,1,1,1
3,4995,1,1,2
4,4995,1,1,1
5,4995,1,1,2
6,4995,1,1,2
7,4995,1,1,2
10,4995,1,1,2
11,4995,1,1,2
12,4995,2,1,1
13,4995,1,1,2
14,4995,1,1,2
15,4995,1,1,2
16,4995,2,1,2
17,4995,1,1,2
18,4995,1,1,2
19,4995,2,1,2
20,4995,1,1,2
21,4995,1,1,1
24,4995,2,1,2
1,4999,2,1,1
2,4999,1,1,1
3,4999,1,2,1
4,4999,2,1,2
5,4999,1,1,2
6,4999,2,1,1
7,4999,1,1,2
8,4999,1,1,1
9,4999,1,1,1
10,4999,2,1,2
11,4999,1,1,1
12,4999,1,1,1
13,4999,2,1,2
14,4999,1,1,1
15,4999,2,1,2
16,4999,1,1,2
17,4999,2,2,1
18,4999,2,1,2
19,4999,1,1,1
20,4999,2,1,1
