nh,clust,Does_enterprise3_own_item
3,4292,1.74980057982641e+100
4,4292,1.74980057982641e+100
4,4292,1.74980057982641e+100
5,4292,1.74980057982641e+100
11,4292,1.74980057982641e+100
14,4292,1.74980057982641e+100
14,4292,1.74980057982641e+100
14,4292,1.74980057982641e+100
16,4292,1.74980057982641e+100
16,4292,1.74980057982641e+100
17,4292,1.74980057982641e+100
17,4292,1.74980057982641e+100
18,4292,1.74980057982641e+100
19,4292,1.74980057982641e+100
20,4292,1.74980057982641e+100
20,4292,1.74980057982641e+100
22,4292,1.74980057982641e+100
1,4295,1
4,4295,1.74980057982641e+100
4,4295,1.74980057982641e+100
5,4295,1.74980057982641e+100
8,4295,1.74980057982641e+100
18,4295,1.74980057982641e+100
20,4295,1
20,4295,1.74980057982641e+100
7,4299,1
9,4299,1.74980057982641e+100
12,4299,1
16,4299,1
18,4299,1.74980057982641e+100
18,4299,2
20,4299,1.74980057982641e+100
2,4302,1
4,4302,1.74980057982641e+100
5,4302,1
7,4302,1
8,4302,1.74980057982641e+100
9,4302,1.74980057982641e+100
9,4302,1.74980057982641e+100
10,4302,1.74980057982641e+100
10,4302,1.74980057982641e+100
18,4302,1.74980057982641e+100
1,4305,2
7,4305,1.74980057982641e+100
8,4305,1.74980057982641e+100
12,4305,2
14,4305,2
14,4305,2
15,4305,1.74980057982641e+100
17,4305,1.74980057982641e+100
20,4305,2
20,4305,2
4,4309,1.74980057982641e+100
12,4309,1.74980057982641e+100
13,4309,1.74980057982641e+100
17,4309,1.74980057982641e+100
17,4309,1.74980057982641e+100
18,4309,1.74980057982641e+100
20,4309,1.74980057982641e+100
20,4309,1
23,4309,1.74980057982641e+100
23,4309,1.74980057982641e+100
9,4312,1.74980057982641e+100
9,4312,1.74980057982641e+100
17,4312,1.74980057982641e+100
19,4312,1.74980057982641e+100
20,4312,1.74980057982641e+100
21,4312,1.74980057982641e+100
3,4315,1
4,4315,2
6,4315,2
7,4315,2
7,4315,1
8,4315,2
9,4315,1.74980057982641e+100
9,4315,1.74980057982641e+100
9,4315,2
9,4315,2
13,4315,1.74980057982641e+100
17,4315,1.74980057982641e+100
17,4315,1.74980057982641e+100
18,4315,1
18,4315,2
2,4319,1.74980057982641e+100
2,4319,1.74980057982641e+100
4,4319,2
6,4319,1.74980057982641e+100
7,4319,1.74980057982641e+100
10,4319,1
12,4319,1.74980057982641e+100
13,4319,1
13,4319,1.74980057982641e+100
17,4319,1.74980057982641e+100
19,4319,2
23,4319,1.74980057982641e+100
16,4322,1
4,4325,1.74980057982641e+100
13,4325,1
15,4325,1.74980057982641e+100
17,4325,1.74980057982641e+100
3,4329,1.74980057982641e+100
20,4329,1.74980057982641e+100
2,4332,1.74980057982641e+100
4,4332,2
5,4332,1.74980057982641e+100
5,4332,1
8,4332,2
8,4332,1.74980057982641e+100
11,4332,1.74980057982641e+100
13,4332,1.74980057982641e+100
15,4332,1.74980057982641e+100
15,4332,1
15,4332,2
17,4332,2
19,4332,1.74980057982641e+100
20,4332,1
3,4335,1.74980057982641e+100
11,4335,1
11,4335,2
16,4335,1.74980057982641e+100
18,4335,2
20,4335,1.74980057982641e+100
1,4339,1.74980057982641e+100
3,4339,2
3,4339,1.74980057982641e+100
6,4339,2
6,4339,1.74980057982641e+100
8,4339,1.74980057982641e+100
8,4339,1
8,4339,1.74980057982641e+100
9,4339,1.74980057982641e+100
10,4339,2
12,4339,1.74980057982641e+100
19,4339,1.74980057982641e+100
1,4342,1
1,4342,1.74980057982641e+100
4,4342,1.74980057982641e+100
4,4342,1.74980057982641e+100
5,4342,1.74980057982641e+100
11,4342,2
12,4342,2
18,4342,1.74980057982641e+100
18,4342,1.74980057982641e+100
24,4342,2
2,4345,1
6,4345,2
7,4345,1
20,4345,1.74980057982641e+100
2,4349,2
3,4349,2
4,4349,2
4,4349,2
4,4349,1
9,4349,2
9,4349,1
10,4349,2
13,4349,2
13,4349,1
14,4349,2
14,4349,2
20,4349,2
20,4349,2
4,4352,1.74980057982641e+100
4,4352,1.74980057982641e+100
4,4352,1.74980057982641e+100
6,4352,1.74980057982641e+100
10,4352,1.74980057982641e+100
12,4352,1.74980057982641e+100
12,4352,1.74980057982641e+100
15,4352,1.74980057982641e+100
20,4352,1.74980057982641e+100
3,4355,1.74980057982641e+100
3,4355,1.74980057982641e+100
3,4355,1.74980057982641e+100
3,4355,1.74980057982641e+100
11,4355,1.74980057982641e+100
14,4355,1.74980057982641e+100
16,4355,1.74980057982641e+100
18,4355,1.74980057982641e+100
19,4355,1.74980057982641e+100
20,4355,1.74980057982641e+100
3,4359,1
3,4359,1.74980057982641e+100
8,4359,1
15,4359,2
15,4359,1
16,4359,2
18,4359,2
20,4359,2
2,4362,1.74980057982641e+100
2,4362,1.74980057982641e+100
2,4362,1.74980057982641e+100
3,4362,1
4,4362,2
5,4362,2
6,4362,1.74980057982641e+100
7,4362,2
8,4362,1.74980057982641e+100
9,4362,1
11,4362,1.74980057982641e+100
11,4362,2
13,4362,2
15,4362,1.74980057982641e+100
16,4362,2
17,4362,1
18,4362,2
7,4365,2
12,4365,2
17,4365,1.74980057982641e+100
17,4365,1.74980057982641e+100
19,4365,1.74980057982641e+100
19,4365,1.74980057982641e+100
19,4365,1.74980057982641e+100
20,4365,1.74980057982641e+100
20,4365,2
6,4369,1.74980057982641e+100
6,4369,1.74980057982641e+100
13,4369,1.74980057982641e+100
13,4369,1.74980057982641e+100
18,4369,1.74980057982641e+100
19,4369,1.74980057982641e+100
22,4369,1.74980057982641e+100
2,4372,1.74980057982641e+100
2,4372,2
4,4372,2
5,4372,1.74980057982641e+100
7,4372,1.74980057982641e+100
7,4372,1.74980057982641e+100
7,4372,1.74980057982641e+100
8,4372,1.74980057982641e+100
13,4372,2
21,4372,1.74980057982641e+100
1,4375,1.74980057982641e+100
2,4375,1.74980057982641e+100
2,4375,2
3,4375,2
3,4375,1.74980057982641e+100
3,4375,1.74980057982641e+100
3,4375,1.74980057982641e+100
4,4375,2
5,4375,2
8,4375,1.74980057982641e+100
8,4375,1.74980057982641e+100
12,4375,1.74980057982641e+100
13,4375,2
13,4375,2
14,4375,2
15,4375,1.74980057982641e+100
16,4375,1.74980057982641e+100
16,4375,1.74980057982641e+100
16,4375,1
20,4375,2
8,4379,1
8,4379,2
9,4379,1
14,4379,1
14,4379,2
16,4379,1.74980057982641e+100
16,4379,1.74980057982641e+100
19,4379,2
20,4379,1.74980057982641e+100
20,4379,1.74980057982641e+100
2,4382,1.74980057982641e+100
2,4382,1.74980057982641e+100
5,4382,2
5,4382,1.74980057982641e+100
5,4382,1.74980057982641e+100
13,4382,1.74980057982641e+100
13,4382,1.74980057982641e+100
13,4382,2
20,4382,1.74980057982641e+100
20,4382,1
20,4382,1.74980057982641e+100
2,4385,1.74980057982641e+100
7,4385,1.74980057982641e+100
10,4385,1.74980057982641e+100
12,4385,1
12,4385,1.74980057982641e+100
16,4385,2
18,4385,1.74980057982641e+100
18,4385,1.74980057982641e+100
1,4389,1.74980057982641e+100
2,4389,1.74980057982641e+100
13,4389,1.74980057982641e+100
16,4389,1.74980057982641e+100
18,4389,1.74980057982641e+100
19,4389,2
5,4392,1.74980057982641e+100
5,4392,1
6,4392,1
7,4392,1.74980057982641e+100
10,4392,1.74980057982641e+100
12,4392,1
14,4392,1
14,4392,2
15,4392,1
15,4392,1.74980057982641e+100
16,4392,2
16,4392,1.74980057982641e+100
17,4392,1.74980057982641e+100
20,4392,1.74980057982641e+100
2,4395,1
2,4395,1.74980057982641e+100
2,4395,1.74980057982641e+100
5,4395,1.74980057982641e+100
6,4395,2
7,4395,2
7,4395,1
8,4395,1.74980057982641e+100
9,4395,1
9,4395,1.74980057982641e+100
11,4395,1.74980057982641e+100
12,4395,2
13,4395,2
14,4395,1.74980057982641e+100
16,4395,2
17,4395,1.74980057982641e+100
4,4399,2
6,4399,1.74980057982641e+100
9,4399,1.74980057982641e+100
13,4399,2
14,4399,1.74980057982641e+100
18,4399,1.74980057982641e+100
18,4399,1.74980057982641e+100
18,4399,2
18,4399,1.74980057982641e+100
18,4399,1
1,4402,1
4,4402,1
7,4402,1
8,4402,1
9,4402,1
12,4402,1
12,4402,1.74980057982641e+100
12,4402,1.74980057982641e+100
16,4402,1
16,4402,1
16,4402,1
17,4402,1
17,4402,2
18,4402,1
18,4402,1.74980057982641e+100
20,4402,1
11,4405,1.74980057982641e+100
11,4405,1.74980057982641e+100
11,4405,1.74980057982641e+100
11,4405,1.74980057982641e+100
11,4405,1.74980057982641e+100
11,4405,1.74980057982641e+100
11,4405,1.74980057982641e+100
11,4405,1.74980057982641e+100
11,4405,1.74980057982641e+100
19,4405,2
20,4405,1.74980057982641e+100
3,4408,1.74980057982641e+100
4,4408,1
4,4408,1
5,4408,2
6,4408,2
7,4408,2
8,4408,2
10,4408,2
12,4408,2
13,4408,2
14,4408,1
15,4408,1
16,4408,2
17,4408,1
17,4408,2
18,4408,2
20,4408,2
3,4412,1.74980057982641e+100
3,4412,1
3,4412,1.74980057982641e+100
8,4412,1
9,4412,1.74980057982641e+100
18,4412,1.74980057982641e+100
8,4419,1.74980057982641e+100
9,4419,1.74980057982641e+100
15,4419,1.74980057982641e+100
16,4419,1.74980057982641e+100
20,4419,1.74980057982641e+100
21,4419,1.74980057982641e+100
21,4419,1
22,4419,1
22,4419,1.74980057982641e+100
5,4425,1.74980057982641e+100
9,4425,1.74980057982641e+100
12,4425,1.74980057982641e+100
13,4425,1.74980057982641e+100
13,4425,1.74980057982641e+100
14,4425,2
15,4425,2
18,4425,1.74980057982641e+100
1,4429,1.74980057982641e+100
3,4429,1.74980057982641e+100
5,4429,1.74980057982641e+100
7,4429,1.74980057982641e+100
8,4429,1.74980057982641e+100
8,4429,1.74980057982641e+100
9,4429,1.74980057982641e+100
15,4429,2
1,4433,1
6,4433,2
9,4433,1.74980057982641e+100
10,4433,1.74980057982641e+100
12,4433,1.74980057982641e+100
13,4433,2
14,4433,1
16,4433,1.74980057982641e+100
17,4433,2
3,4435,1.74980057982641e+100
9,4435,1.74980057982641e+100
9,4435,1.74980057982641e+100
21,4435,1.74980057982641e+100
22,4435,1.74980057982641e+100
23,4435,1.74980057982641e+100
1,4439,2
7,4439,1
7,4439,1.74980057982641e+100
8,4439,1
10,4439,1
12,4439,1
13,4439,2
15,4439,2
19,4439,1
21,4439,1.74980057982641e+100
5,4442,1.74980057982641e+100
13,4442,1.74980057982641e+100
14,4442,2
15,4442,1.74980057982641e+100
19,4442,1.74980057982641e+100
21,4442,1.74980057982641e+100
21,4442,1.74980057982641e+100
1,4445,1
2,4445,1.74980057982641e+100
17,4445,1.74980057982641e+100
1,4449,1.74980057982641e+100
7,4449,1.74980057982641e+100
7,4449,1.74980057982641e+100
8,4449,1.74980057982641e+100
13,4449,1.74980057982641e+100
15,4449,1.74980057982641e+100
4,4452,1.74980057982641e+100
4,4452,1.74980057982641e+100
5,4452,1.74980057982641e+100
6,4452,1.74980057982641e+100
8,4452,1.74980057982641e+100
9,4452,1.74980057982641e+100
9,4452,1.74980057982641e+100
9,4452,1.74980057982641e+100
10,4452,1.74980057982641e+100
13,4452,1.74980057982641e+100
14,4452,1.74980057982641e+100
15,4452,1.74980057982641e+100
15,4452,1.74980057982641e+100
16,4452,1.74980057982641e+100
18,4452,1.74980057982641e+100
18,4452,1.74980057982641e+100
18,4452,1.74980057982641e+100
22,4452,1.74980057982641e+100
1,4455,2
15,4455,2
15,4455,2
10,4459,2
12,4459,1
14,4459,1
15,4459,1.74980057982641e+100
15,4459,1.74980057982641e+100
1,4462,1.74980057982641e+100
10,4462,2
10,4462,1.74980057982641e+100
13,4462,1.74980057982641e+100
18,4462,1.74980057982641e+100
12,4465,1.74980057982641e+100
1,4469,1.74980057982641e+100
4,4469,1
7,4469,1.74980057982641e+100
7,4469,1
9,4469,1.74980057982641e+100
9,4469,1
10,4469,1.74980057982641e+100
10,4469,2
13,4469,2
14,4469,1.74980057982641e+100
15,4469,2
17,4469,2
18,4469,1.74980057982641e+100
18,4469,1.74980057982641e+100
18,4469,1
19,4469,1.74980057982641e+100
19,4469,2
20,4469,1.74980057982641e+100
20,4469,1.74980057982641e+100
1,4472,1.74980057982641e+100
2,4472,1.74980057982641e+100
2,4472,1.74980057982641e+100
3,4472,1.74980057982641e+100
3,4472,1.74980057982641e+100
4,4472,1.74980057982641e+100
5,4472,1.74980057982641e+100
7,4472,2
9,4472,1.74980057982641e+100
10,4472,1
11,4472,1.74980057982641e+100
13,4472,1.74980057982641e+100
13,4472,1.74980057982641e+100
17,4472,1.74980057982641e+100
20,4472,1.74980057982641e+100
20,4472,1.74980057982641e+100
20,4472,1.74980057982641e+100
20,4472,1
20,4472,2
21,4472,1.74980057982641e+100
21,4472,2
21,4472,1.74980057982641e+100
23,4472,2
3,4475,1
4,4475,2
7,4475,1.74980057982641e+100
10,4475,2
11,4475,2
13,4475,1
15,4475,2
16,4475,2
17,4475,1.74980057982641e+100
18,4475,2
19,4475,2
3,4479,1.74980057982641e+100
4,4479,1.74980057982641e+100
4,4479,1.74980057982641e+100
5,4479,1.74980057982641e+100
5,4479,1.74980057982641e+100
8,4479,1.74980057982641e+100
8,4479,1.74980057982641e+100
10,4479,1.74980057982641e+100
10,4479,1.74980057982641e+100
11,4479,1.74980057982641e+100
13,4479,1.74980057982641e+100
1,4482,1.74980057982641e+100
4,4482,1.74980057982641e+100
16,4482,1.74980057982641e+100
19,4482,1
20,4482,2
4,4485,1.74980057982641e+100
5,4485,1.74980057982641e+100
5,4485,1.74980057982641e+100
6,4485,1.74980057982641e+100
6,4485,1.74980057982641e+100
6,4485,1.74980057982641e+100
8,4485,1.74980057982641e+100
9,4485,1.74980057982641e+100
11,4485,1.74980057982641e+100
11,4485,1.74980057982641e+100
12,4485,1.74980057982641e+100
13,4485,1.74980057982641e+100
13,4485,1.74980057982641e+100
15,4485,1.74980057982641e+100
15,4485,1.74980057982641e+100
16,4485,1.74980057982641e+100
17,4485,1.74980057982641e+100
17,4485,1.74980057982641e+100
11,4489,1.74980057982641e+100
11,4489,1.74980057982641e+100
19,4489,1.74980057982641e+100
20,4489,2
2,4492,2
3,4492,2
4,4492,1.74980057982641e+100
7,4492,2
14,4492,1.74980057982641e+100
14,4492,1
14,4492,1.74980057982641e+100
16,4492,1.74980057982641e+100
18,4492,1.74980057982641e+100
19,4492,2
19,4492,1.74980057982641e+100
4,4495,2
7,4495,1.74980057982641e+100
17,4495,1.74980057982641e+100
4,4499,1.74980057982641e+100
5,4499,1.74980057982641e+100
11,4499,1.74980057982641e+100
11,4499,1
11,4499,1.74980057982641e+100
12,4499,1
12,4499,2
12,4499,1.74980057982641e+100
14,4499,1.74980057982641e+100
15,4499,1.74980057982641e+100
2,4502,1.74980057982641e+100
2,4502,1.74980057982641e+100
7,4502,1.74980057982641e+100
9,4502,1.74980057982641e+100
9,4502,1.74980057982641e+100
12,4502,1.74980057982641e+100
12,4502,1.74980057982641e+100
13,4502,1.74980057982641e+100
15,4502,1.74980057982641e+100
15,4502,1.74980057982641e+100
15,4502,1.74980057982641e+100
16,4502,1.74980057982641e+100
18,4502,1.74980057982641e+100
19,4502,1.74980057982641e+100
20,4502,1.74980057982641e+100
10,4505,2
15,4505,1.74980057982641e+100
20,4505,1.74980057982641e+100
24,4505,1
25,4505,1.74980057982641e+100
25,4505,1.74980057982641e+100
25,4505,1.74980057982641e+100
3,4509,1
12,4509,2
17,4509,1
3,4512,1
3,4512,1.74980057982641e+100
5,4512,1
6,4512,1
7,4512,1.74980057982641e+100
7,4512,1
7,4512,1.74980057982641e+100
9,4512,1.74980057982641e+100
9,4512,1
13,4512,1
17,4512,1.74980057982641e+100
20,4512,1
22,4512,1
1,4515,1
8,4515,1
9,4515,1
9,4515,1.74980057982641e+100
12,4515,1.74980057982641e+100
12,4515,1.74980057982641e+100
17,4515,1
17,4515,1.74980057982641e+100
9,4519,1
15,4519,1
11,4522,1.74980057982641e+100
8,4525,1.74980057982641e+100
8,4525,1
15,4525,1.74980057982641e+100
15,4525,1
9,4529,1.74980057982641e+100
15,4529,1
17,4529,1
17,4529,1.74980057982641e+100
22,4529,1.74980057982641e+100
8,4532,1.74980057982641e+100
18,4532,1.74980057982641e+100
1,4535,1
1,4535,1.74980057982641e+100
2,4535,1.74980057982641e+100
3,4535,1.74980057982641e+100
14,4535,1.74980057982641e+100
14,4535,1.74980057982641e+100
19,4535,1.74980057982641e+100
20,4535,1.74980057982641e+100
20,4535,1.74980057982641e+100
20,4535,1.74980057982641e+100
5,4539,1
6,4539,1.74980057982641e+100
7,4539,2
7,4539,2
8,4539,1.74980057982641e+100
15,4539,2
15,4539,2
18,4539,1
19,4539,2
20,4539,1.74980057982641e+100
2,4542,2
3,4542,2
6,4542,2
7,4542,1.74980057982641e+100
7,4542,1.74980057982641e+100
7,4542,1.74980057982641e+100
8,4542,1
8,4542,1.74980057982641e+100
11,4542,1
14,4542,2
16,4542,2
17,4542,2
17,4542,1.74980057982641e+100
20,4542,1.74980057982641e+100
11,4549,2
7,4552,2
2,4555,1.74980057982641e+100
6,4555,2
11,4555,1.74980057982641e+100
12,4555,2
18,4555,1.74980057982641e+100
18,4555,1.74980057982641e+100
18,4555,1.74980057982641e+100
18,4555,1.74980057982641e+100
20,4555,2
20,4555,1.74980057982641e+100
1,4559,1.74980057982641e+100
1,4559,1.74980057982641e+100
1,4559,1.74980057982641e+100
1,4559,1
1,4559,1.74980057982641e+100
2,4559,1.74980057982641e+100
2,4559,1
2,4559,1.74980057982641e+100
8,4559,1.74980057982641e+100
10,4559,1.74980057982641e+100
13,4559,1
19,4559,1.74980057982641e+100
19,4559,1
11,4562,1.74980057982641e+100
11,4562,1.74980057982641e+100
12,4562,1.74980057982641e+100
1,4565,1.74980057982641e+100
1,4565,2
2,4565,2
5,4565,1.74980057982641e+100
9,4565,1
17,4565,1.74980057982641e+100
20,4565,2
3,4569,1.74980057982641e+100
6,4569,1
6,4569,1
6,4569,1
6,4569,1
8,4569,1
8,4569,1
10,4569,1
13,4569,1
13,4569,1
15,4569,2
15,4569,1
17,4569,1
18,4569,1
2,4572,1.74980057982641e+100
4,4572,1
4,4572,1.74980057982641e+100
5,4572,1.74980057982641e+100
6,4572,1
6,4572,1
6,4572,1.74980057982641e+100
6,4572,1.74980057982641e+100
7,4572,1
9,4572,1.74980057982641e+100
10,4572,1.74980057982641e+100
10,4572,1.74980057982641e+100
10,4572,1.74980057982641e+100
11,4572,1
11,4572,1.74980057982641e+100
13,4572,1.74980057982641e+100
15,4572,1.74980057982641e+100
16,4572,1.74980057982641e+100
16,4572,1
16,4572,1.74980057982641e+100
19,4572,1.74980057982641e+100
20,4572,1
20,4572,1
20,4572,1
1,4575,2
2,4575,1.74980057982641e+100
3,4575,1.74980057982641e+100
5,4575,2
7,4575,1
9,4575,1
9,4575,2
14,4575,1
15,4575,1.74980057982641e+100
16,4575,1.74980057982641e+100
17,4575,2
19,4575,2
2,4579,1.74980057982641e+100
21,4579,1.74980057982641e+100
8,4582,1.74980057982641e+100
8,4582,1.74980057982641e+100
8,4582,1.74980057982641e+100
13,4582,1.74980057982641e+100
19,4582,1.74980057982641e+100
11,4585,1.74980057982641e+100
15,4585,1.74980057982641e+100
21,4589,1.74980057982641e+100
4,4592,1.74980057982641e+100
12,4592,1.74980057982641e+100
18,4592,1.74980057982641e+100
24,4592,2
7,4595,1
9,4595,1.74980057982641e+100
3,4599,1.74980057982641e+100
4,4599,1.74980057982641e+100
12,4599,2
13,4599,1
13,4599,1
15,4599,1.74980057982641e+100
15,4599,1.74980057982641e+100
16,4599,1.74980057982641e+100
19,4599,1.74980057982641e+100
3,4602,1.74980057982641e+100
3,4602,1.74980057982641e+100
4,4602,1.74980057982641e+100
5,4602,1.74980057982641e+100
9,4602,1
2,4605,1
2,4605,1.74980057982641e+100
4,4605,1.74980057982641e+100
9,4605,1
10,4605,1.74980057982641e+100
11,4605,1
11,4605,1
17,4605,1
17,4605,1
17,4605,1
17,4605,1
17,4605,1.74980057982641e+100
18,4605,1
20,4605,1.74980057982641e+100
21,4605,1.74980057982641e+100
21,4605,1.74980057982641e+100
23,4605,1
23,4605,1
23,4605,1
24,4605,1
24,4605,1
25,4605,1.74980057982641e+100
25,4605,1
4,4612,1.74980057982641e+100
5,4612,1.74980057982641e+100
9,4612,1.74980057982641e+100
9,4612,1
16,4612,1
16,4612,1
1,4615,1.74980057982641e+100
2,4615,2
2,4615,1.74980057982641e+100
2,4615,2
7,4615,2
8,4615,2
11,4615,2
11,4615,1.74980057982641e+100
14,4615,1.74980057982641e+100
17,4615,2
23,4615,1.74980057982641e+100
2,4619,1.74980057982641e+100
1,4622,2
5,4622,1.74980057982641e+100
9,4622,2
11,4622,1.74980057982641e+100
17,4622,1.74980057982641e+100
17,4622,2
19,4622,1.74980057982641e+100
20,4622,2
7,4625,1
13,4625,1.74980057982641e+100
14,4625,1
5,4629,2
20,4629,1.74980057982641e+100
6,4632,2
16,4632,1.74980057982641e+100
16,4632,1.74980057982641e+100
16,4632,1.74980057982641e+100
20,4632,1.74980057982641e+100
20,4632,1.74980057982641e+100
24,4632,1.74980057982641e+100
3,4635,1.74980057982641e+100
6,4635,1.74980057982641e+100
1,4639,1.74980057982641e+100
1,4639,1.74980057982641e+100
1,4642,1
1,4642,1.74980057982641e+100
11,4642,1.74980057982641e+100
16,4642,2
2,4645,1
2,4645,1
2,4645,1
9,4645,1.74980057982641e+100
10,4645,1.74980057982641e+100
10,4645,1.74980057982641e+100
10,4645,1.74980057982641e+100
11,4645,1.74980057982641e+100
12,4645,1.74980057982641e+100
13,4645,1.74980057982641e+100
13,4645,1.74980057982641e+100
20,4645,1.74980057982641e+100
22,4645,1
25,4645,1.74980057982641e+100
25,4645,1
25,4645,2
6,4649,2
1,4652,1.74980057982641e+100
6,4652,1.74980057982641e+100
6,4652,1.74980057982641e+100
14,4652,1.74980057982641e+100
14,4652,1.74980057982641e+100
10,4655,1
18,4655,1
18,4655,2
1,4659,1
1,4659,2
1,4659,1.74980057982641e+100
4,4659,1
4,4659,2
4,4659,1.74980057982641e+100
4,4659,2
5,4659,1.74980057982641e+100
6,4659,1
10,4659,2
10,4659,1.74980057982641e+100
11,4659,1.74980057982641e+100
11,4659,1.74980057982641e+100
11,4659,1.74980057982641e+100
12,4659,1
13,4659,1.74980057982641e+100
13,4659,1.74980057982641e+100
16,4659,2
16,4659,1
