nh,clust,Amount_withdrawn_from_savings
15,4899,1.74980057982641e+100
16,4899,1.74980057982641e+100
17,4899,1.74980057982641e+100
18,4899,1.74980057982641e+100
19,4899,1.74980057982641e+100
20,4899,2e+05
1,4902,1.74980057982641e+100
2,4902,1.74980057982641e+100
3,4902,1.74980057982641e+100
4,4902,1.74980057982641e+100
5,4902,1.74980057982641e+100
6,4902,1.74980057982641e+100
7,4902,1.74980057982641e+100
8,4902,1.74980057982641e+100
9,4902,1.74980057982641e+100
10,4902,1.74980057982641e+100
11,4902,1.74980057982641e+100
12,4902,1.74980057982641e+100
13,4902,1.74980057982641e+100
14,4902,1.74980057982641e+100
15,4902,1.74980057982641e+100
16,4902,1.74980057982641e+100
17,4902,1.74980057982641e+100
18,4902,1.74980057982641e+100
19,4902,1.74980057982641e+100
20,4902,1.74980057982641e+100
1,4905,1.74980057982641e+100
2,4905,1.74980057982641e+100
3,4905,1.74980057982641e+100
4,4905,1.74980057982641e+100
5,4905,1.74980057982641e+100
6,4905,1.74980057982641e+100
7,4905,1.74980057982641e+100
8,4905,1.74980057982641e+100
9,4905,1.74980057982641e+100
10,4905,1.74980057982641e+100
11,4905,1.74980057982641e+100
12,4905,1.74980057982641e+100
13,4905,1.74980057982641e+100
14,4905,1.74980057982641e+100
15,4905,1.74980057982641e+100
16,4905,1.74980057982641e+100
17,4905,1.74980057982641e+100
18,4905,1.74980057982641e+100
19,4905,1.74980057982641e+100
20,4905,1.74980057982641e+100
1,4909,1.74980057982641e+100
2,4909,1.74980057982641e+100
3,4909,1.74980057982641e+100
4,4909,1.74980057982641e+100
5,4909,1.74980057982641e+100
6,4909,1.74980057982641e+100
7,4909,1.74980057982641e+100
8,4909,1.74980057982641e+100
9,4909,1.74980057982641e+100
10,4909,1.74980057982641e+100
11,4909,1.74980057982641e+100
12,4909,1.74980057982641e+100
13,4909,1.74980057982641e+100
14,4909,1.74980057982641e+100
15,4909,1.74980057982641e+100
16,4909,1.74980057982641e+100
17,4909,1.74980057982641e+100
18,4909,1.74980057982641e+100
19,4909,1.74980057982641e+100
20,4909,1.74980057982641e+100
2,4912,0
16,4912,0
1,4919,1.74980057982641e+100
2,4919,1.74980057982641e+100
4,4919,1.74980057982641e+100
5,4919,1.74980057982641e+100
6,4919,1.74980057982641e+100
7,4919,1.74980057982641e+100
8,4919,1.74980057982641e+100
9,4919,1.74980057982641e+100
10,4919,1.74980057982641e+100
11,4919,1.74980057982641e+100
12,4919,1.74980057982641e+100
13,4919,1.74980057982641e+100
14,4919,1.74980057982641e+100
15,4919,1.74980057982641e+100
16,4919,1.74980057982641e+100
17,4919,1.74980057982641e+100
1,4922,7e+05
2,4922,5e+05
6,4922,1e+05
8,4922,0
12,4922,2e+05
15,4922,1.74980057982641e+100
3,4925,0
4,4925,220000
7,4925,0
11,4925,0
12,4925,30000
13,4925,0
14,4925,93000
15,4925,0
16,4925,0
19,4925,4000
20,4925,0
15,4929,40000
3,4932,1e+06
5,4932,0
14,4932,60000
15,4932,450000
17,4932,35000
22,4932,0
2,4935,0
3,4935,0
6,4935,0
8,4935,0
12,4935,0
13,4935,20000
14,4935,150000
16,4935,0
17,4935,0
18,4935,35000
8,4939,26000
13,4939,0
16,4939,470000
10,4942,0
12,4942,3e+06
15,4942,0
16,4944,4e+05
2,4949,1.74980057982641e+100
3,4949,1.74980057982641e+100
4,4949,1.74980057982641e+100
5,4949,1.74980057982641e+100
6,4949,1.74980057982641e+100
7,4949,3e+05
10,4949,2e+05
2,4952,0
3,4952,240000
6,4952,0
11,4952,0
2,4955,1.74980057982641e+100
3,4955,1.74980057982641e+100
1,4959,1.74980057982641e+100
1,4959,1.74980057982641e+100
1,4959,1.74980057982641e+100
1,4959,1.74980057982641e+100
1,4959,1.74980057982641e+100
1,4959,1.74980057982641e+100
2,4959,1.74980057982641e+100
2,4959,1.74980057982641e+100
2,4959,1.74980057982641e+100
2,4959,1.74980057982641e+100
2,4959,1.74980057982641e+100
2,4959,1.74980057982641e+100
3,4959,1.74980057982641e+100
3,4959,1.74980057982641e+100
3,4959,1.74980057982641e+100
3,4959,1.74980057982641e+100
3,4959,1.74980057982641e+100
3,4959,1.74980057982641e+100
4,4959,30000
4,4959,1.74980057982641e+100
4,4959,1.74980057982641e+100
4,4959,1.74980057982641e+100
4,4959,1.74980057982641e+100
4,4959,1.74980057982641e+100
5,4959,1.74980057982641e+100
5,4959,1.74980057982641e+100
5,4959,1.74980057982641e+100
5,4959,1.74980057982641e+100
5,4959,1.74980057982641e+100
5,4959,1.74980057982641e+100
6,4959,1.74980057982641e+100
6,4959,1.74980057982641e+100
6,4959,1.74980057982641e+100
6,4959,1.74980057982641e+100
6,4959,1.74980057982641e+100
6,4959,1.74980057982641e+100
7,4959,1.74980057982641e+100
7,4959,1.74980057982641e+100
7,4959,1.74980057982641e+100
7,4959,1.74980057982641e+100
7,4959,1.74980057982641e+100
7,4959,1.74980057982641e+100
8,4959,1.74980057982641e+100
8,4959,1.74980057982641e+100
8,4959,1.74980057982641e+100
8,4959,1.74980057982641e+100
8,4959,1.74980057982641e+100
8,4959,1.74980057982641e+100
9,4959,1.74980057982641e+100
9,4959,1.74980057982641e+100
9,4959,1.74980057982641e+100
9,4959,1.74980057982641e+100
9,4959,1.74980057982641e+100
9,4959,1.74980057982641e+100
10,4959,1.74980057982641e+100
10,4959,1.74980057982641e+100
10,4959,1.74980057982641e+100
10,4959,1.74980057982641e+100
10,4959,1.74980057982641e+100
10,4959,1.74980057982641e+100
11,4959,1.74980057982641e+100
11,4959,1.74980057982641e+100
11,4959,1.74980057982641e+100
11,4959,1.74980057982641e+100
11,4959,1.74980057982641e+100
11,4959,1.74980057982641e+100
12,4959,1.74980057982641e+100
12,4959,1.74980057982641e+100
12,4959,1.74980057982641e+100
12,4959,1.74980057982641e+100
12,4959,1.74980057982641e+100
12,4959,1.74980057982641e+100
13,4959,1.74980057982641e+100
13,4959,1.74980057982641e+100
13,4959,1.74980057982641e+100
13,4959,1.74980057982641e+100
13,4959,1.74980057982641e+100
13,4959,1.74980057982641e+100
14,4959,1.74980057982641e+100
14,4959,1.74980057982641e+100
14,4959,1.74980057982641e+100
14,4959,1.74980057982641e+100
14,4959,1.74980057982641e+100
14,4959,1.74980057982641e+100
15,4959,1.74980057982641e+100
15,4959,1.74980057982641e+100
15,4959,1.74980057982641e+100
15,4959,1.74980057982641e+100
15,4959,1.74980057982641e+100
15,4959,1.74980057982641e+100
16,4959,1.74980057982641e+100
16,4959,1.74980057982641e+100
16,4959,1.74980057982641e+100
16,4959,1.74980057982641e+100
16,4959,1.74980057982641e+100
16,4959,1.74980057982641e+100
17,4959,1.74980057982641e+100
17,4959,1.74980057982641e+100
17,4959,1.74980057982641e+100
17,4959,1.74980057982641e+100
17,4959,1.74980057982641e+100
17,4959,1.74980057982641e+100
18,4959,1.74980057982641e+100
18,4959,1.74980057982641e+100
18,4959,1.74980057982641e+100
18,4959,1.74980057982641e+100
18,4959,1.74980057982641e+100
18,4959,1.74980057982641e+100
20,4959,10000
20,4959,1.74980057982641e+100
20,4959,1.74980057982641e+100
20,4959,1.74980057982641e+100
20,4959,1.74980057982641e+100
20,4959,1.74980057982641e+100
21,4959,1.74980057982641e+100
21,4959,1.74980057982641e+100
21,4959,1.74980057982641e+100
21,4959,1.74980057982641e+100
21,4959,1.74980057982641e+100
21,4959,1.74980057982641e+100
3,4962,0
16,4962,0
18,4962,288000
21,4962,186000
1,4965,50000
2,4965,0
5,4965,0
8,4965,3e+06
9,4965,0
9,4965,0
12,4965,0
13,4965,150000
17,4965,0
18,4965,2e+05
19,4965,1200000
22,4965,2300000
1,4969,0
2,4969,40000
4,4969,0
5,4969,0
6,4969,5000
14,4969,5e+05
15,4969,0
16,4969,0
17,4969,40000
20,4969,0
1,4972,1.74980057982641e+100
13,4972,2e+05
20,4972,0
4,4975,5e+05
1,4979,45000
3,4979,0
4,4979,104000
5,4979,240000
10,4979,182500
12,4979,720000
14,4979,250000
17,4979,0
18,4979,360000
19,4979,360000
20,4979,0
1,4985,0
1,4985,1.74980057982641e+100
1,4985,1.74980057982641e+100
1,4985,1.74980057982641e+100
1,4985,1.74980057982641e+100
1,4985,1.74980057982641e+100
2,4985,0
2,4985,1.74980057982641e+100
2,4985,1.74980057982641e+100
2,4985,1.74980057982641e+100
2,4985,1.74980057982641e+100
2,4985,1.74980057982641e+100
3,4985,0
3,4985,1.74980057982641e+100
3,4985,1.74980057982641e+100
3,4985,1.74980057982641e+100
3,4985,1.74980057982641e+100
3,4985,1.74980057982641e+100
4,4985,1.74980057982641e+100
4,4985,1.74980057982641e+100
4,4985,1.74980057982641e+100
4,4985,1.74980057982641e+100
4,4985,1.74980057982641e+100
4,4985,1.74980057982641e+100
6,4985,0
6,4985,1.74980057982641e+100
6,4985,1.74980057982641e+100
6,4985,1.74980057982641e+100
6,4985,1.74980057982641e+100
6,4985,1.74980057982641e+100
7,4985,0
7,4985,1.74980057982641e+100
7,4985,1.74980057982641e+100
7,4985,1.74980057982641e+100
7,4985,1.74980057982641e+100
7,4985,1.74980057982641e+100
8,4985,1.74980057982641e+100
8,4985,1.74980057982641e+100
8,4985,1.74980057982641e+100
8,4985,1.74980057982641e+100
8,4985,1.74980057982641e+100
8,4985,1.74980057982641e+100
9,4985,0
9,4985,1.74980057982641e+100
9,4985,1.74980057982641e+100
9,4985,1.74980057982641e+100
9,4985,1.74980057982641e+100
9,4985,1.74980057982641e+100
10,4985,0
10,4985,1.74980057982641e+100
10,4985,1.74980057982641e+100
10,4985,1.74980057982641e+100
10,4985,1.74980057982641e+100
10,4985,1.74980057982641e+100
11,4985,0
11,4985,0
11,4985,1.74980057982641e+100
11,4985,1.74980057982641e+100
11,4985,1.74980057982641e+100
11,4985,1.74980057982641e+100
12,4985,0
12,4985,1.74980057982641e+100
12,4985,1.74980057982641e+100
12,4985,1.74980057982641e+100
12,4985,1.74980057982641e+100
12,4985,1.74980057982641e+100
13,4985,1.74980057982641e+100
13,4985,1.74980057982641e+100
13,4985,1.74980057982641e+100
13,4985,1.74980057982641e+100
13,4985,1.74980057982641e+100
13,4985,1.74980057982641e+100
14,4985,1.74980057982641e+100
14,4985,1.74980057982641e+100
14,4985,1.74980057982641e+100
14,4985,1.74980057982641e+100
14,4985,1.74980057982641e+100
14,4985,1.74980057982641e+100
15,4985,1.74980057982641e+100
15,4985,1.74980057982641e+100
15,4985,1.74980057982641e+100
15,4985,1.74980057982641e+100
15,4985,1.74980057982641e+100
15,4985,1.74980057982641e+100
16,4985,1.74980057982641e+100
16,4985,1.74980057982641e+100
16,4985,1.74980057982641e+100
16,4985,1.74980057982641e+100
16,4985,1.74980057982641e+100
16,4985,1.74980057982641e+100
17,4985,0
17,4985,1.74980057982641e+100
17,4985,1.74980057982641e+100
17,4985,1.74980057982641e+100
17,4985,1.74980057982641e+100
17,4985,1.74980057982641e+100
18,4985,0
18,4985,1.74980057982641e+100
18,4985,1.74980057982641e+100
18,4985,1.74980057982641e+100
18,4985,1.74980057982641e+100
18,4985,1.74980057982641e+100
19,4985,1.74980057982641e+100
19,4985,1.74980057982641e+100
19,4985,1.74980057982641e+100
19,4985,1.74980057982641e+100
19,4985,1.74980057982641e+100
19,4985,1.74980057982641e+100
20,4985,1.74980057982641e+100
20,4985,1.74980057982641e+100
20,4985,1.74980057982641e+100
20,4985,1.74980057982641e+100
20,4985,1.74980057982641e+100
20,4985,1.74980057982641e+100
21,4985,0
21,4985,1.74980057982641e+100
21,4985,1.74980057982641e+100
21,4985,1.74980057982641e+100
21,4985,1.74980057982641e+100
21,4985,1.74980057982641e+100
1,4989,1.74980057982641e+100
1,4989,1.74980057982641e+100
1,4989,1.74980057982641e+100
1,4989,1.74980057982641e+100
1,4989,1.74980057982641e+100
1,4989,1.74980057982641e+100
2,4989,1.74980057982641e+100
2,4989,1.74980057982641e+100
2,4989,1.74980057982641e+100
2,4989,1.74980057982641e+100
2,4989,1.74980057982641e+100
2,4989,1.74980057982641e+100
3,4989,1.74980057982641e+100
3,4989,1.74980057982641e+100
3,4989,1.74980057982641e+100
3,4989,1.74980057982641e+100
3,4989,1.74980057982641e+100
3,4989,1.74980057982641e+100
4,4989,1.74980057982641e+100
4,4989,1.74980057982641e+100
4,4989,1.74980057982641e+100
4,4989,1.74980057982641e+100
4,4989,1.74980057982641e+100
4,4989,1.74980057982641e+100
5,4989,1.74980057982641e+100
5,4989,1.74980057982641e+100
5,4989,1.74980057982641e+100
5,4989,1.74980057982641e+100
5,4989,1.74980057982641e+100
5,4989,1.74980057982641e+100
6,4989,1.74980057982641e+100
6,4989,1.74980057982641e+100
6,4989,1.74980057982641e+100
6,4989,1.74980057982641e+100
6,4989,1.74980057982641e+100
6,4989,1.74980057982641e+100
7,4989,1500000
7,4989,1.74980057982641e+100
7,4989,1.74980057982641e+100
7,4989,1.74980057982641e+100
7,4989,1.74980057982641e+100
7,4989,1.74980057982641e+100
8,4989,1.74980057982641e+100
8,4989,1.74980057982641e+100
8,4989,1.74980057982641e+100
8,4989,1.74980057982641e+100
8,4989,1.74980057982641e+100
8,4989,1.74980057982641e+100
9,4989,1.74980057982641e+100
9,4989,1.74980057982641e+100
9,4989,1.74980057982641e+100
9,4989,1.74980057982641e+100
9,4989,1.74980057982641e+100
9,4989,1.74980057982641e+100
10,4989,1500000
10,4989,1.74980057982641e+100
10,4989,1.74980057982641e+100
10,4989,1.74980057982641e+100
10,4989,1.74980057982641e+100
10,4989,1.74980057982641e+100
11,4989,1.74980057982641e+100
11,4989,1.74980057982641e+100
11,4989,1.74980057982641e+100
11,4989,1.74980057982641e+100
11,4989,1.74980057982641e+100
11,4989,1.74980057982641e+100
12,4989,1.74980057982641e+100
12,4989,1.74980057982641e+100
12,4989,1.74980057982641e+100
12,4989,1.74980057982641e+100
12,4989,1.74980057982641e+100
12,4989,1.74980057982641e+100
13,4989,1.74980057982641e+100
13,4989,1.74980057982641e+100
13,4989,1.74980057982641e+100
13,4989,1.74980057982641e+100
13,4989,1.74980057982641e+100
13,4989,1.74980057982641e+100
14,4989,1.74980057982641e+100
14,4989,1.74980057982641e+100
14,4989,1.74980057982641e+100
14,4989,1.74980057982641e+100
14,4989,1.74980057982641e+100
14,4989,1.74980057982641e+100
15,4989,1.74980057982641e+100
15,4989,1.74980057982641e+100
15,4989,1.74980057982641e+100
15,4989,1.74980057982641e+100
15,4989,1.74980057982641e+100
15,4989,1.74980057982641e+100
16,4989,1.74980057982641e+100
16,4989,1.74980057982641e+100
16,4989,1.74980057982641e+100
16,4989,1.74980057982641e+100
16,4989,1.74980057982641e+100
16,4989,1.74980057982641e+100
17,4989,1.74980057982641e+100
17,4989,1.74980057982641e+100
17,4989,1.74980057982641e+100
17,4989,1.74980057982641e+100
17,4989,1.74980057982641e+100
17,4989,1.74980057982641e+100
18,4989,1.74980057982641e+100
18,4989,1.74980057982641e+100
18,4989,1.74980057982641e+100
18,4989,1.74980057982641e+100
18,4989,1.74980057982641e+100
18,4989,1.74980057982641e+100
19,4989,1.74980057982641e+100
19,4989,1.74980057982641e+100
19,4989,1.74980057982641e+100
19,4989,1.74980057982641e+100
19,4989,1.74980057982641e+100
19,4989,1.74980057982641e+100
20,4989,1.74980057982641e+100
20,4989,1.74980057982641e+100
20,4989,1.74980057982641e+100
20,4989,1.74980057982641e+100
20,4989,1.74980057982641e+100
20,4989,1.74980057982641e+100
3,4992,0
5,4992,4e+05
14,4992,1.74980057982641e+100
15,4992,1.74980057982641e+100
16,4992,550000
17,4992,1.74980057982641e+100
18,4992,1.74980057982641e+100
19,4992,1.74980057982641e+100
21,4992,3e+05
1,4995,1.74980057982641e+100
1,4995,1.74980057982641e+100
1,4995,1.74980057982641e+100
1,4995,1.74980057982641e+100
1,4995,1.74980057982641e+100
1,4995,1.74980057982641e+100
2,4995,0
2,4995,1.74980057982641e+100
2,4995,1.74980057982641e+100
2,4995,1.74980057982641e+100
2,4995,1.74980057982641e+100
2,4995,1.74980057982641e+100
3,4995,1.74980057982641e+100
3,4995,1.74980057982641e+100
3,4995,1.74980057982641e+100
3,4995,1.74980057982641e+100
3,4995,1.74980057982641e+100
3,4995,1.74980057982641e+100
4,4995,0
4,4995,60000
4,4995,1.74980057982641e+100
4,4995,1.74980057982641e+100
4,4995,1.74980057982641e+100
4,4995,1.74980057982641e+100
5,4995,30000
5,4995,20000
5,4995,1.74980057982641e+100
5,4995,1.74980057982641e+100
5,4995,1.74980057982641e+100
5,4995,1.74980057982641e+100
6,4995,50000
6,4995,1.74980057982641e+100
6,4995,1.74980057982641e+100
6,4995,1.74980057982641e+100
6,4995,1.74980057982641e+100
6,4995,1.74980057982641e+100
7,4995,40000
7,4995,1.74980057982641e+100
7,4995,1.74980057982641e+100
7,4995,1.74980057982641e+100
7,4995,1.74980057982641e+100
7,4995,1.74980057982641e+100
10,4995,80000
10,4995,1.74980057982641e+100
10,4995,1.74980057982641e+100
10,4995,1.74980057982641e+100
10,4995,1.74980057982641e+100
10,4995,1.74980057982641e+100
11,4995,1.74980057982641e+100
11,4995,1.74980057982641e+100
11,4995,1.74980057982641e+100
11,4995,1.74980057982641e+100
11,4995,1.74980057982641e+100
11,4995,1.74980057982641e+100
12,4995,0
12,4995,1.74980057982641e+100
12,4995,1.74980057982641e+100
12,4995,1.74980057982641e+100
12,4995,1.74980057982641e+100
12,4995,1.74980057982641e+100
13,4995,50000
13,4995,1.74980057982641e+100
13,4995,1.74980057982641e+100
13,4995,1.74980057982641e+100
13,4995,1.74980057982641e+100
13,4995,1.74980057982641e+100
14,4995,110000
14,4995,1.74980057982641e+100
14,4995,1.74980057982641e+100
14,4995,1.74980057982641e+100
14,4995,1.74980057982641e+100
14,4995,1.74980057982641e+100
15,4995,50000
15,4995,1.74980057982641e+100
15,4995,1.74980057982641e+100
15,4995,1.74980057982641e+100
15,4995,1.74980057982641e+100
15,4995,1.74980057982641e+100
16,4995,1.74980057982641e+100
16,4995,1.74980057982641e+100
16,4995,1.74980057982641e+100
16,4995,1.74980057982641e+100
16,4995,1.74980057982641e+100
16,4995,1.74980057982641e+100
17,4995,40000
17,4995,1.74980057982641e+100
17,4995,1.74980057982641e+100
17,4995,1.74980057982641e+100
17,4995,1.74980057982641e+100
17,4995,1.74980057982641e+100
18,4995,40000
18,4995,1.74980057982641e+100
18,4995,1.74980057982641e+100
18,4995,1.74980057982641e+100
18,4995,1.74980057982641e+100
18,4995,1.74980057982641e+100
19,4995,0
19,4995,1.74980057982641e+100
19,4995,1.74980057982641e+100
19,4995,1.74980057982641e+100
19,4995,1.74980057982641e+100
19,4995,1.74980057982641e+100
20,4995,80000
20,4995,1.74980057982641e+100
20,4995,1.74980057982641e+100
20,4995,1.74980057982641e+100
20,4995,1.74980057982641e+100
20,4995,1.74980057982641e+100
21,4995,2e+05
21,4995,1.74980057982641e+100
21,4995,1.74980057982641e+100
21,4995,1.74980057982641e+100
21,4995,1.74980057982641e+100
21,4995,1.74980057982641e+100
24,4995,0
24,4995,1.74980057982641e+100
24,4995,1.74980057982641e+100
24,4995,1.74980057982641e+100
24,4995,1.74980057982641e+100
24,4995,1.74980057982641e+100
1,4999,0
3,4999,2e+05
4,4999,7e+05
6,4999,2e+05
7,4999,150000
8,4999,0
9,4999,2e+05
10,4999,7e+05
10,4999,3e+05
11,4999,150000
14,4999,0
15,4999,0
17,4999,0
18,4999,1e+05
19,4999,0
